Date,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5,year,month_sin,month_cos,dayofweek_sin,dayofweek_cos,dayofyear_sin,dayofyear_cos,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM2.5_lag7,PM2.5_lag14,PM2.5_rollmean3,PM2.5_rollstd3,PM2.5_rollmean7,PM2.5_rollstd7,PM2.5_rollmean14,PM2.5_rollstd14,Wind Dir_sin,Wind Dir_cos
2019-06-23,3.7,31.0,73.3,38.7,1004.6,0.0,19240,17.0,2019,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.16280701293851715,-0.986657932891657,17.0,19.0,15.0,10.0,10.0,17.0,2.0000000000000355,12.142857142857142,4.74090608177278,10.642857142857142,3.7129118338191116,0.03489949670250114,-0.9993908270190958
2019-06-24,2.9,28.6,77.4,33.3,1006.6,67.0,15229,14.0,2019,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.1457991969198751,-0.9893142039703663,17.0,17.0,19.0,8.0,12.0,17.666666666666668,1.154700538379316,13.142857142857142,4.947341758580075,11.142857142857142,4.073500533129495,-0.2419218955996675,-0.9702957262759965
2019-06-25,2.6,28.7,81.8,34.2,1007.5,0.4,18448,16.0,2019,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.12874817745258132,-0.99167731989929,14.0,17.0,17.0,8.0,8.0,16.0,1.732050807568913,14.0,4.396968652757612,11.285714285714286,4.140393356054087,-0.29237170472273677,-0.9563047559630354
2019-06-26,3.2,29.3,77.2,35.0,1006.6,3.8,19798,11.0,2019,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.11165900712169512,-0.993746580436178,16.0,14.0,17.0,8.0,9.0,15.666666666666666,1.5275252316519854,15.142857142857142,3.5321651258385813,11.857142857142858,4.2036091243512805,-0.5150380749100542,-0.8571673007021123
2019-06-27,2.5,27.7,81.5,31.5,1005.9,14.6,16618,17.0,2019,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.09453674981719912,-0.9955213724144752,11.0,16.0,14.0,15.0,8.0,13.666666666666666,2.5166114784236013,15.571428571428571,2.5727509827123654,12.0,4.132423390327126,-0.848048096156426,-0.529919264233205
2019-06-28,3.7,29.2,76.3,34.3,1005.5,2.6,19596,16.0,2019,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.07738647923346301,-0.9970011699250151,17.0,11.0,16.0,19.0,9.0,14.666666666666666,3.214550253664335,15.857142857142858,2.6095064302514466,12.642857142857142,4.162232072359188,-0.5299192642332048,-0.8480480961564261
2019-06-29,4.6,28.9,76.6,33.7,1005.7,3.0,19190,7.0,2019,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.06021327736579302,-0.9981855344718586,16.0,17.0,11.0,17.0,8.0,14.666666666666666,3.214550253664335,15.428571428571429,2.225394561056706,13.142857142857142,4.111094611061453,-0.35836794954530043,-0.9335804264972017
2019-06-30,2.6,28.0,83.0,32.5,1006.2,16.6,18061,9.0,2019,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.04302223300453059,-0.99907411510223,7.0,16.0,17.0,17.0,10.0,13.333333333333334,5.50757054728611,14.0,3.741657386773908,13.071428571428571,4.214704765904236,-0.275637355816999,-0.9612616959383189
2019-07-01,2.0,28.8,77.2,33.7,1006.0,0.2,18513,15.0,2019,1.2246467991473532e-16,-1.0,0.0,1.0,0.02581844022713308,-0.9996666485105112,9.0,7.0,16.0,14.0,8.0,10.666666666666666,4.725815626252614,12.857142857142858,3.8913824205360283,13.0,4.278748918514842,-0.7313537016191705,-0.6819983600624986
2019-07-02,2.7,28.3,80.4,33.0,1005.8,8.8,15192,24.0,2019,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.008606996888688698,-0.9999629591162655,15.0,9.0,7.0,16.0,8.0,10.333333333333334,4.1633319989322715,13.0,3.958114029012602,13.5,4.052539564652828,-0.945518575599317,0.3255681544571563
2019-07-03,1.6,26.2,87.5,28.5,1006.8,5.8,12337,20.0,2019,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.008606996888688009,-0.9999629591162655,24.0,15.0,9.0,11.0,8.0,16.0,7.549834435270758,14.142857142857142,5.727959829601074,14.642857142857142,4.601122653258575,-0.6819983600624983,0.7313537016191707
2019-07-04,2.8,26.7,84.3,29.5,1006.7,6.8,18009,20.0,2019,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.02581844022713239,-0.9996666485105112,20.0,24.0,15.0,17.0,15.0,19.666666666666668,4.509249752822913,15.428571428571429,5.912053869204912,15.5,4.380902611598119,-0.2079116908177595,-0.9781476007338056
2019-07-05,1.6,25.4,91.0,26.5,1007.4,10.4,13937,14.0,2019,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.04302223300453034,-0.99907411510223,20.0,20.0,24.0,16.0,19.0,21.333333333333332,2.309401076758545,15.857142857142858,6.148944934663478,15.857142857142858,4.537995878513565,0.39073112848927377,-0.9205048534524404
2019-07-06,2.0,28.0,82.5,32.6,1007.2,25.8,17287,21.0,2019,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.060213277365792774,-0.9981855344718586,14.0,20.0,20.0,7.0,17.0,18.0,3.464101615137776,15.571428571428571,6.187545093630762,15.5,4.467833754912775,-0.17364817766693047,-0.984807753012208
2019-07-07,2.6,29.4,73.8,34.3,1007.9,0.0,19813,17.0,2019,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.07738647923346322,-0.9970011699250151,21.0,14.0,20.0,9.0,17.0,18.333333333333332,3.785938897200203,17.571428571428573,5.126959555693238,15.785714285714286,4.69334342739502,-0.7193398003386512,-0.6946583704589973
2019-07-08,2.9,30.0,72.6,35.8,1008.1,0.0,19809,16.0,2019,1.2246467991473532e-16,-1.0,0.0,1.0,-0.09453674981719933,-0.9955213724144752,17.0,21.0,14.0,15.0,14.0,17.333333333333332,3.5118845842842665,18.714285714285715,3.54562104171167,15.785714285714286,4.69334342739502,-0.5000000000000001,-0.8660254037844386
2019-07-09,2.9,28.1,79.0,32.2,1008.1,16.2,15365,16.0,2019,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.11165900712169444,-0.9937465804361781,16.0,17.0,21.0,24.0,16.0,18.0,2.6457513110646196,18.857142857142858,3.3876526498728374,15.928571428571429,4.665161976152143,-0.32556815445715676,-0.9455185755993167
2019-07-10,3.4,29.3,73.9,34.2,1008.5,0.0,19316,20.0,2019,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.12874817745258066,-0.99167731989929,16.0,16.0,17.0,20.0,11.0,16.333333333333332,0.5773502691897399,17.714285714285715,2.6276913640612056,15.928571428571429,4.665161976152143,-0.45399049973954664,-0.8910065241883679
2019-07-11,3.5,29.8,68.4,34.3,1009.6,0.0,19560,19.0,2019,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.14579919691987442,-0.9893142039703664,20.0,16.0,16.0,20.0,17.0,17.333333333333332,2.309401076758535,17.714285714285715,2.6276913640612056,16.571428571428573,4.55250202913455,-0.6691306063588582,-0.7431448254773942
2019-07-12,3.7,29.7,67.7,33.8,1008.9,67.4,16798,16.0,2019,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.16280701293851646,-0.9866579328916572,19.0,20.0,16.0,14.0,16.0,18.333333333333332,2.0816659994661713,17.571428571428573,2.5071326821120206,16.714285714285715,4.598136268408823,-0.6427876096865393,-0.766044443118978
2019-07-13,3.8,30.0,68.2,34.6,1007.7,0.0,19740,17.0,2019,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.17976658572556214,-0.9837092937736098,16.0,19.0,20.0,21.0,7.0,18.333333333333332,2.0816659994661713,17.857142857142858,2.115700942049801,16.714285714285715,4.598136268408823,-0.9743700647852351,-0.22495105434386525
2019-07-14,4.1,30.1,65.3,34.3,1006.0,0.0,19866,12.0,2019,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.19667288979357622,-0.9804691603616321,17.0,16.0,19.0,17.0,9.0,17.333333333333332,1.5275252316519945,17.285714285714285,1.6035674514745208,17.428571428571427,3.652486733810102,-1.0,-1.8369701987210297e-16
2019-07-15,3.0,28.6,76.2,32.9,1005.2,4.2,19046,14.0,2019,1.2246467991473532e-16,-1.0,0.0,1.0,-0.2135209154397959,-0.9769384927771817,12.0,17.0,16.0,16.0,15.0,15.0,2.6457513110646116,16.571428571428573,2.5727509827123787,17.642857142857142,3.177012211718115,-0.9986295347545738,0.052335956242943946
2019-07-16,3.3,30.4,69.4,35.9,1004.1,0.0,19877,14.0,2019,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.23030567023061196,-0.973118337233262,14.0,12.0,17.0,16.0,24.0,14.333333333333334,2.5166114784236036,16.285714285714285,2.7516228977511528,17.571428571428573,3.2513733362116404,-0.5735764363510462,-0.8191520442889918
2019-07-17,3.6,30.1,69.5,35.2,1003.5,0.0,19897,12.0,2019,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.24702218048093527,-0.9690098257244063,14.0,14.0,12.0,20.0,20.0,13.333333333333334,1.1547005383792897,16.0,2.886751345948106,16.857142857142858,2.7971728270121767,-0.48480962024633695,-0.8746197071393959
2019-07-18,3.9,30.3,69.8,35.7,1003.6,0.0,19870,13.0,2019,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.2636654927280072,-0.9646141756912435,12.0,14.0,14.0,19.0,20.0,13.333333333333334,1.1547005383792897,14.857142857142858,2.609506430251442,16.285714285714285,2.9201836461894,-0.43837114678907746,-0.8987940462991669
2019-07-19,3.6,29.9,73.7,35.8,1004.7,0.0,19748,13.0,2019,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.2802306751992161,-0.9599326896597445,13.0,12.0,14.0,16.0,14.0,13.0,1.0000000000000417,14.0,1.9148542155126183,15.785714285714286,2.8332794651202406,-0.1045284632676535,-0.9945218953682733
2019-07-20,4.4,30.2,74.2,36.7,1005.8,0.0,19784,12.0,2019,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.2967128192734901,-0.9549667548552553,13.0,13.0,12.0,17.0,21.0,12.666666666666666,0.5773502691896935,13.571428571428571,1.7182493859683787,15.714285714285714,2.893721889474848,-0.19080899537654472,-0.981627183447664
2019-07-21,3.5,29.2,73.3,33.8,1007.1,0.0,19917,6.0,2019,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.3131070409358267,-0.9497178427914317,12.0,13.0,13.0,12.0,17.0,12.666666666666666,0.5773502691896935,12.857142857142858,0.8997354108422845,15.071428571428571,2.6154654156877846,-0.2079116908177595,-0.9781476007338056
2019-07-22,3.5,30.7,72.3,37.4,1006.7,0.0,19882,12.0,2019,1.2246467991473532e-16,-1.0,0.0,1.0,-0.3294084822245302,-0.9441875088341994,6.0,12.0,13.0,14.0,16.0,10.333333333333334,3.785938897200188,12.0,2.7688746209726354,14.285714285714286,3.495680222757766,-0.275637355816999,-0.9612616959383189
2019-07-23,2.7,28.8,78.4,33.8,1006.4,21.2,14052,17.0,2019,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.3456123126707333,-0.9383773917408642,12.0,6.0,12.0,14.0,16.0,10.0,3.46410161513776,11.714285714285714,2.6276913640611568,14.0,3.5082320772280564,-0.7071067811865475,-0.7071067811865477
2019-07-24,2.1,27.7,83.7,31.9,1008.0,21.2,17040,22.0,2019,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.3617137307297674,-0.9322892131745134,17.0,12.0,6.0,12.0,20.0,11.666666666666666,5.507570547286107,12.142857142857142,3.236694374850701,14.071428571428571,3.561855301217718,-0.7431448254773944,-0.6691306063588581
2019-07-25,2.4,27.7,81.2,31.5,1009.1,1.0,17648,17.0,2019,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.37770796520396466,-0.9259247771938499,22.0,17.0,12.0,13.0,19.0,17.0,5.000000000000012,13.571428571428571,4.9280538030457866,14.214285714285714,3.846648319862743,-0.8191520442889916,-0.5735764363510464
2019-07-26,2.9,29.6,68.7,33.7,1008.2,0.0,19762,16.0,2019,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.39359027665646645,-0.9192859697186105,17.0,22.0,17.0,13.0,16.0,18.666666666666668,2.886751345948154,14.142857142857142,5.080307452263454,14.071428571428571,3.689158455513897,-0.9702957262759965,-0.24192189559966779
2019-07-27,3.0,29.6,68.6,33.8,1007.4,0.0,19899,12.0,2019,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.4093559588156211,-0.9123747579707274,16.0,17.0,22.0,12.0,17.0,18.333333333333332,3.2145502536643407,14.571428571428571,5.094347941825406,14.071428571428571,3.689158455513897,-0.9205048534524403,-0.3907311284892738
2019-07-28,3.7,30.3,66.8,35.1,1007.1,0.0,19815,9.0,2019,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.42500033996955394,-0.9051931898913975,12.0,16.0,17.0,6.0,12.0,15.0,2.645751311064609,14.571428571428571,5.094347941825406,13.714285714285714,3.6253078686998053,-0.5446390350150271,-0.838670567945424
2019-07-29,4.2,30.0,61.9,33.2,1007.4,0.0,19954,8.0,2019,1.2246467991473532e-16,-1.0,0.0,1.0,-0.4405187843504952,-0.8977433935342336,9.0,12.0,16.0,12.0,14.0,12.333333333333334,3.5118845842842545,15.0,4.320493798938552,13.5,3.8179736873009835,-0.9848077530122081,0.17364817766692997
2019-07-30,5.8,30.6,58.7,33.8,1006.2,0.0,19876,9.0,2019,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.455906693508459,-0.8900275764346766,8.0,9.0,12.0,17.0,14.0,9.666666666666666,2.081665999466138,14.428571428571429,4.99523582550221,13.071428571428571,4.084949594158145,-0.9135454576426011,0.40673664307579976
2019-07-31,3.4,28.9,68.1,32.1,1005.8,0.2,19782,11.0,2019,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.47115950767386394,-0.8820480249558535,9.0,8.0,9.0,22.0,12.0,8.666666666666666,0.5773502691896323,13.285714285714286,5.219012860502931,12.714285714285714,4.214052889824875,-0.9781476007338056,-0.2079116908177598
2019-08-01,4.0,28.5,66.2,31.0,1006.3,0.0,19736,11.0,2019,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.4862727071086902,-0.8738071036110807,11.0,9.0,8.0,17.0,13.0,9.333333333333334,1.5275252316519523,11.714285714285714,3.5456210417116307,12.642857142857142,4.2355118273427195,-0.984807753012208,-0.17364817766693033
2019-08-02,4.3,29.3,66.6,32.7,1006.2,0.0,19819,11.0,2019,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.5012418134457756,-0.8653072543632061,11.0,11.0,9.0,16.0,13.0,10.333333333333334,1.154700538379265,10.857142857142858,2.6726124191241816,12.5,4.256217172018393,-0.9271838545667873,-0.3746065934159123
2019-08-03,4.5,28.7,69.5,32.1,1005.5,0.4,19865,10.0,2019,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.5160623910158526,-0.8565509959010037,11.0,11.0,11.0,12.0,12.0,11.0,0.0,10.142857142857142,1.4638501094226772,12.357142857142858,4.271680318943868,-0.9455185755993168,-0.32556815445715664
2019-08-04,3.0,27.3,79.9,30.3,1003.9,22.4,19050,7.0,2019,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.5307300481619331,-0.8475409228928312,10.0,11.0,11.0,9.0,6.0,10.666666666666666,0.577350269189657,9.857142857142858,1.21498579258776,12.214285714285714,4.317737502773505,-0.39073112848927355,-0.9205048534524404
2019-08-05,3.2,27.5,83.6,31.3,1005.0,7.8,17742,6.0,2019,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.5452404385406507,-0.8382797052177745,7.0,10.0,11.0,8.0,12.0,9.333333333333334,2.081665999466137,9.571428571428571,1.6183471874252573,12.285714285714286,4.214052889824877,-0.22495105434386498,-0.9743700647852352
2019-08-06,2.9,27.8,80.0,31.7,1006.3,23.8,16803,11.0,2019,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.5595892624101763,-0.828770087174504,6.0,7.0,10.0,9.0,17.0,7.666666666666667,2.0816659994661313,9.285714285714286,2.0586634591634567,11.857142857142858,4.537995878513581,-0.7986355100472928,-0.6018150231520483
2019-08-07,2.0,27.9,81.0,32.1,1005.4,3.6,17411,15.0,2019,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.5737722679043243,-0.8190148866680802,11.0,6.0,7.0,11.0,22.0,8.0,2.64575131106459,9.571428571428571,2.1491969707421514,11.428571428571429,4.29157108965727,-0.9063077870366502,-0.42261826174069916
2019-08-08,3.4,28.2,77.7,32.3,1004.4,0.6,18456,13.0,2019,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.5877852522924734,-0.8090169943749472,15.0,11.0,6.0,11.0,17.0,10.666666666666666,4.509249752822898,10.142857142857142,2.968084198523258,10.928571428571429,3.245453286209297,-0.9271838545667874,0.37460659341591196
2019-08-09,3.0,28.5,79.6,33.4,1002.1,2.0,19500,14.0,2019,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.6016240632249227,-0.7987793728863648,13.0,15.0,11.0,11.0,16.0,13.0,2.000000000000015,10.428571428571429,3.1547394428669704,10.642857142857142,2.8177225625600797,-0.5299192642332048,-0.8480480961564261
2019-08-10,5.2,28.6,79.2,33.5,1001.9,0.2,19872,5.0,2019,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.6152845999633277,-0.7883050558305253,14.0,13.0,15.0,10.0,12.0,14.0,1.0000000000000377,10.857142857142858,3.43649877193685,10.5,2.5645512427952744,-0.34202014332566866,-0.9396926207859084
2019-08-11,5.1,28.6,80.1,33.6,1004.0,0.0,19902,4.0,2019,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.6287628145958345,-0.7775971469736268,5.0,14.0,13.0,7.0,9.0,10.666666666666666,4.932882862316251,10.142857142857142,4.099941927579396,10.0,2.908872369413652,-0.32556815445715676,-0.9455185755993167
2019-08-12,4.2,29.1,76.6,34.2,1006.7,0.0,19895,5.0,2019,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.6420547132365636,-0.7666588193001592,4.0,5.0,14.0,6.0,8.0,7.666666666666667,5.507570547286101,9.714285714285714,4.608480795022896,9.642857142857142,3.3191088437234564,-0.2419218955996675,-0.9702957262759965
2019-08-13,3.0,28.9,79.9,34.3,1008.3,0.2,19459,8.0,2019,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.655156357209085,-0.7554933140726804,5.0,4.0,5.0,11.0,9.0,4.666666666666667,0.5773502691895787,9.571428571428571,4.7559486560566695,9.428571428571429,3.523859023511322,-0.43837114678907746,-0.8987940462991669
2019-08-14,2.8,29.1,76.8,34.4,1008.0,0.4,19431,16.0,2019,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.6680638642135333,-0.7441039398713608,8.0,5.0,4.0,15.0,11.0,5.666666666666667,2.0816659994661233,9.142857142857142,4.740906081772775,9.357142857142858,3.543295789931291,-0.5150380749100542,-0.8571673007021123
2019-08-15,3.7,30.0,73.9,36.1,1006.1,0.0,19492,12.0,2019,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.6807734094770159,-0.7324940716135792,16.0,8.0,5.0,13.0,11.0,9.666666666666666,5.6862407030773285,9.285714285714286,4.956957592256382,9.714285714285714,3.950239942635807,-0.45399049973954664,-0.8910065241883679
2019-08-16,4.5,30.4,73.1,36.9,1005.7,0.0,19392,13.0,2019,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.6932812268869771,-0.7206671495538615,12.0,16.0,8.0,14.0,11.0,12.0,4.000000000000005,9.142857142857142,4.845223470201358,9.785714285714286,3.984171980929803,-0.2419218955996675,-0.9702957262759965
2019-08-17,4.0,29.2,74.0,34.1,1008.0,0.0,19935,6.0,2019,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.7055836101071774,-0.70862667826446,13.0,12.0,16.0,5.0,10.0,13.666666666666666,2.08166599946615,9.0,4.690415759823387,9.928571428571429,4.066075138627761,-0.3090169943749473,-0.9510565162951536
2019-08-18,3.7,29.7,72.5,34.9,1009.0,0.0,19757,8.0,2019,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.7176769136759615,-0.6963762255968726,6.0,13.0,12.0,4.0,7.0,10.333333333333334,3.7859388972001855,9.142857142857142,4.561745697594663,9.642857142857142,4.199031808865929,-0.34202014332566866,-0.9396926207859084
2019-08-19,3.3,30.6,69.0,36.4,1007.1,0.0,19811,12.0,2019,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.7295575540864876,-0.6839194216246105,8.0,6.0,13.0,5.0,6.0,9.0,3.60555127546399,9.714285714285714,4.029651999626627,9.714285714285714,4.15893054723243,-0.7313537016191705,-0.6819983600624986
2019-08-20,3.8,28.0,64.3,29.9,1001.2,15.0,18829,10.0,2019,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.7412220108485957,-0.6712599575675315,12.0,8.0,6.0,8.0,11.0,8.666666666666666,3.0550504633038935,10.714285714285714,3.4982989063393233,10.142857142857142,4.054572781386488,-0.17364817766693047,-0.984807753012208
2019-08-21,3.4,29.6,71.0,34.3,1006.3,0.0,19959,6.0,2019,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.7526668275320083,-0.6584015846980489,10.0,12.0,8.0,16.0,15.0,10.0,2.000000000000006,11.0,3.3166247903553514,10.071428571428571,4.047112659553797,-0.2419218955996675,-0.9702957262759965
2019-08-22,3.2,28.2,81.3,32.9,1007.4,4.4,17697,10.0,2019,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.7638886127905429,-0.64534811322955,6.0,10.0,12.0,12.0,13.0,9.333333333333334,3.055050463303896,9.571428571428571,2.9358214555805757,9.428571428571429,3.916715376518837,0.258819045102521,-0.9659258262890682
2019-08-23,3.2,29.3,73.9,34.2,1007.8,0.0,19945,9.0,2019,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.7748840413670406,-0.6321034111873488,10.0,6.0,10.0,13.0,14.0,8.666666666666666,2.3094010767585043,9.285714285714286,2.7516228977511057,9.214285714285714,3.7861807715908915,-0.43837114678907746,-0.8987940462991669
2019-08-24,2.2,28.8,75.0,33.2,1006.6,1.2,19795,12.0,2019,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.7856498550787144,-0.6186714032625032,9.0,10.0,6.0,6.0,5.0,8.333333333333334,2.081665999466133,8.714285714285714,2.2146697055681934,8.857142857142858,3.5269761041946706,-0.8191520442889916,-0.5735764363510464
2019-08-25,3.6,28.6,76.3,33.0,1006.5,7.0,18889,8.0,2019,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.7961828637826154,-0.6050560696488494,12.0,9.0,10.0,8.0,4.0,10.333333333333334,1.5275252316519563,9.571428571428571,2.149196970742154,9.357142857142858,3.4330328116279403,-0.3090169943749473,-0.9510565162951536
2019-08-26,2.7,27.3,79.9,30.3,1006.5,2.8,19523,9.0,2019,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.8064799463209447,-0.5912614448635782,8.0,12.0,9.0,12.0,5.0,9.666666666666666,2.081665999466138,9.571428571428571,2.149196970742154,9.642857142857142,3.1035251137807593,-0.374606593415912,-0.9271838545667874
2019-08-27,2.5,29.1,68.3,32.5,1006.0,0.0,19922,14.0,2019,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.8165380514459157,-0.5772916165517278,9.0,8.0,12.0,10.0,8.0,9.666666666666666,2.081665999466138,9.142857142857142,1.8644544714715063,9.928571428571429,2.813819897858097,-0.7193398003386512,-0.6946583704589973
2019-08-28,3.7,28.9,71.9,32.9,1005.6,0.0,19944,11.0,2019,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8263541987239094,-0.5631507242749187,14.0,9.0,8.0,6.0,16.0,10.333333333333334,3.2145502536643233,9.714285714285714,2.6276913640611492,10.357142857142858,2.951066113930849,-0.8191520442889916,-0.5735764363510464
2019-08-29,3.9,29.0,69.9,32.7,1003.2,0.0,19945,10.0,2019,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8359254794186365,-0.5488429582847199,11.0,14.0,9.0,10.0,12.0,11.333333333333334,2.516611478423592,10.428571428571429,2.070196678026981,10.0,2.4806946917841146,-0.9335804264972017,0.3583679495453004
2019-08-30,2.8,27.8,79.6,31.6,1001.4,1.2,19771,12.0,2019,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8452490573530634,-0.5343725582809785,10.0,11.0,14.0,9.0,13.0,11.666666666666666,2.0816659994661446,10.428571428571429,2.070196678026981,9.857142857142858,2.413332928581459,-0.22495105434386498,-0.9743700647852352
2019-08-31,4.9,28.2,78.8,32.4,1004.7,0.0,19941,5.0,2019,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.8543221697498269,-0.5197438121555157,12.0,10.0,11.0,12.0,6.0,11.0,1.000000000000021,10.857142857142858,2.0354009783963503,9.785714285714286,2.3263894583856013,-0.29237170472273677,-0.9563047559630354
2019-09-01,3.0,28.1,78.7,32.1,1006.7,2.0,19623,4.0,2019,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8631421280499115,-0.5049610547215202,5.0,12.0,10.0,8.0,8.0,9.0,3.605551275463991,9.857142857142858,2.9113897843109435,9.714285714285714,2.4629117048594753,-0.6691306063588582,-0.7431448254773942
2019-09-02,3.7,28.1,75.7,31.6,1006.6,6.6,17806,12.0,2019,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8717063187093217,-0.4900286664290594,4.0,5.0,12.0,9.0,12.0,7.0,4.358898943540672,9.285714285714286,3.6384193323605327,9.428571428571429,2.8746715053612677,-0.9986295347545738,0.052335956242943946
2019-09-03,2.5,26.7,86.4,29.5,1006.0,17.6,18509,13.0,2019,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8800122039735356,-0.4749510720670502,12.0,4.0,5.0,14.0,10.0,7.0,4.358898943540672,9.714285714285714,3.77334006393472,9.428571428571429,2.8746715053612677,-0.9510565162951536,0.30901699437494723
2019-09-04,2.1,27.6,81.5,31.2,1006.4,0.2,19642,14.0,2019,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.888057322629493,-0.4597327394521046,13.0,12.0,4.0,11.0,6.0,9.666666666666666,4.9328828623162515,9.571428571428571,3.5989416433696984,9.642857142857142,3.0282552188231118,-0.052335956242943564,-0.9986295347545738
