Date,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5,year,month_sin,month_cos,dayofweek_sin,dayofweek_cos,dayofyear_sin,dayofyear_cos,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM2.5_lag7,PM2.5_lag14,PM2.5_rollmean3,PM2.5_rollstd3,PM2.5_rollmean7,PM2.5_rollstd7,PM2.5_rollmean14,PM2.5_rollstd14,Wind Dir_sin,Wind Dir_cos
2022-04-01,5.5,29.5,63.6,32.5,1009.4,0.0,19648,24.0,2022,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9997685019798909,0.021516097436222254,30.0,18.0,18.0,16.0,24.0,22.0,6.928203230275425,19.0,5.131601439446918,19.142857142857142,4.865216302522417,0.9271838545667874,0.37460659341591196
2022-04-02,5.2,24.0,65.8,25.1,1012.9,0.0,19979,11.0,2022,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9999907397361901,0.004303538296244289,24.0,30.0,18.0,15.0,27.0,24.0,5.999999999999919,20.142857142857142,5.241773600241701,19.142857142857142,4.865216302522417,0.9510565162951535,0.30901699437494745
2022-04-03,3.1,22.2,75.1,23.0,1013.3,1.8,19094,13.0,2022,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9999166586547379,-0.01291029607500882,11.0,24.0,30.0,16.0,21.0,21.666666666666668,9.712534856222248,19.571428571428573,6.051367417290739,18.0,4.755563543407343,0.6560590289905073,0.754709580222772
2022-04-04,3.3,27.5,58.0,28.6,1012.9,0.0,19571,26.0,2022,1.0,6.123233995736766e-17,0.0,1.0,0.9995462806873573,-0.030120304846908114,13.0,11.0,24.0,20.0,13.0,16.0,6.999999999999873,19.142857142857142,6.440201120787365,17.428571428571427,4.847113109316303,0.9335804264972017,0.3583679495453004
2022-04-05,2.0,28.7,62.0,30.9,1011.9,0.0,17187,38.0,2022,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9988797155850336,-0.04732138832243185,26.0,13.0,11.0,18.0,15.0,16.666666666666668,8.144527815246972,20.0,6.952217871538096,18.357142857142858,5.16805487672021,0.9876883405951378,0.15643446504023092
2022-04-06,2.5,30.8,61.1,34.7,1010.4,0.0,19453,42.0,2022,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9979171608653922,-0.06450844944931623,38.0,26.0,13.0,18.0,18.0,25.666666666666668,12.503332889007336,22.857142857142858,9.599107101332786,20.0,7.253646297923875,0.90630778703665,-0.42261826174069933
2022-04-07,3.4,29.4,54.9,30.8,1010.2,0.0,17142,42.0,2022,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9966589017541702,-0.08167639533042241,42.0,38.0,26.0,30.0,17.0,35.333333333333336,8.32666399786454,26.285714285714285,11.643514442445158,21.714285714285715,9.293741247400115,0.9135454576426009,0.4067366430758002
2022-04-08,2.5,28.4,53.0,29.2,1009.7,0.0,14956,57.0,2022,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9951053111006976,-0.09882013873287143,42.0,42.0,38.0,24.0,16.0,40.666666666666664,2.309401076758649,28.0,13.076696830622037,23.5,10.624717190806305,0.984807753012208,0.17364817766693041
2022-04-09,1.9,29.6,61.9,32.4,1008.0,0.0,10569,69.0,2022,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9932568492674143,-0.11593459959550041,57.0,42.0,42.0,11.0,15.0,47.0,8.660254037844457,32.714285714285715,16.809861051520592,26.428571428571427,13.62528354377812,0.3090169943749475,-0.9510565162951535
2022-04-10,3.4,29.9,72.1,35.3,1007.2,0.0,11582,63.0,2022,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9911140639934547,-0.1330147065341959,69.0,57.0,42.0,13.0,16.0,56.0,13.527749258468756,41.0,18.52925614624974,30.285714285714285,17.291298707413787,-0.12186934340514731,-0.9925461516413221
2022-04-11,4.4,29.8,82.7,37.7,1006.8,0.0,10901,44.0,2022,1.0,6.123233995736766e-17,0.0,1.0,0.9886775902323405,-0.1500553983446526,63.0,69.0,57.0,26.0,20.0,63.0,6.000000000000216,48.142857142857146,15.290831364236682,33.642857142857146,18.801011195625097,-0.19080899537654472,-0.981627183447664
2022-04-12,4.2,30.0,80.6,37.7,1005.5,0.0,11738,47.0,2022,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9859481499638304,-0.16705162550211924,44.0,63.0,69.0,38.0,18.0,58.666666666666664,13.051181300301346,50.714285714285715,12.134170562428059,35.357142857142854,18.55390128105814,-0.15643446504023073,-0.9876883405951378
2022-04-13,3.7,30.8,73.4,38.1,1004.7,0.0,18441,38.0,2022,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9829265519799822,-0.18399835165768005,47.0,44.0,63.0,42.0,18.0,51.333333333333336,10.214368964029784,52.0,10.984838035522742,37.42857142857143,18.079798695757614,-0.15643446504023073,-0.9876883405951378
2022-04-14,3.2,31.5,69.3,38.7,1005.1,0.0,17214,34.0,2022,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9796136916454901,-0.20089055513063506,38.0,47.0,44.0,42.0,30.0,43.0,4.582575694955935,51.42857142857143,11.674147261608221,38.857142857142854,17.195067015581163,-0.45399049973954664,-0.8910065241883679
2022-04-15,3.7,31.4,71.3,39.2,1005.2,0.0,16416,34.0,2022,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9760105506323683,-0.21772323039653177,34.0,38.0,47.0,57.0,24.0,39.666666666666664,6.658328118479436,50.285714285714285,13.060299712159328,39.142857142857146,17.069347889202884,-0.2079116908177595,-0.9781476007338056
2022-04-16,3.8,31.3,70.6,38.7,1005.3,0.0,16921,34.0,2022,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9721181966290613,-0.23449138957040985,34.0,34.0,38.0,69.0,11.0,35.333333333333336,2.309401076758545,47.0,13.952299690970914,39.857142857142854,16.58941804912965,-0.15643446504023073,-0.9876883405951378
2022-04-17,3.4,30.0,77.3,36.8,1006.9,0.0,15143,31.0,2022,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9679377830240642,-0.25119006388481935,34.0,34.0,34.0,63.0,13.0,34.0,0.0,42.0,10.630145812734664,41.5,14.521866800952715,0.5735764363510459,-0.8191520442889919
2022-04-18,2.9,26.9,84.8,29.9,1009.3,12.4,14697,31.0,2022,1.0,6.123233995736766e-17,0.0,1.0,0.9634705485641488,-0.2678143051621742,31.0,34.0,34.0,44.0,26.0,33.0,1.7320508075688772,37.42857142857143,5.94017796751196,42.785714285714285,12.454091520636611,1.0,6.123233995736766e-17
2022-04-19,2.0,28.0,80.2,32.2,1009.9,0.2,12623,31.0,2022,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9587178169872964,-0.2843591872810034,31.0,31.0,34.0,47.0,38.0,32.0,1.7320508075688528,35.57142857142857,5.563486402641888,43.142857142857146,11.999084214139804,0.9563047559630354,0.29237170472273677
2022-04-20,2.7,30.3,71.8,36.2,1008.2,0.0,15115,46.0,2022,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9536809966304457,-0.30081980763566735,31.0,31.0,31.0,38.0,42.0,31.0,0.0,33.285714285714285,2.5634797778466636,42.642857142857146,12.369983165569815,0.05233595624294381,-0.9986295347545738
2022-04-21,3.0,29.5,81.1,36.3,1008.1,26.2,17860,28.0,2022,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9483615800121715,-0.3171912885891061,46.0,31.0,31.0,34.0,42.0,36.0,8.660254037844402,34.42857142857143,5.318431562567529,42.92857142857143,12.400150654880504,0.19080899537654497,-0.981627183447664
2022-04-22,3.6,31.2,76.1,40.1,1008.0,0.0,19561,19.0,2022,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9427611433904207,-0.3334687789181868,28.0,46.0,31.0,34.0,57.0,35.0,9.643650760992964,33.57142857142857,5.855400437691216,41.92857142857143,13.029341359552044,-0.1045284632676535,-0.9945218953682733
2022-04-23,4.5,31.5,75.3,40.8,1007.2,0.0,19962,14.0,2022,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9368813462954315,-0.3496474552512284,19.0,28.0,46.0,34.0,69.0,31.0,13.747727084867513,31.428571428571427,8.017837257372744,39.214285714285715,13.593995119047998,-0.2079116908177595,-0.9781476007338056
2022-04-24,4.2,31.4,76.3,41.0,1005.9,0.0,19931,17.0,2022,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9307239310379795,-0.36572252349726897,14.0,19.0,28.0,31.0,63.0,20.333333333333332,7.09459888459751,28.571428571428573,10.212037714663733,35.285714285714285,12.199801835897285,-0.19080899537654472,-0.981627183447664
2022-04-25,5.0,31.8,76.5,42.4,1006.0,0.0,19974,15.0,2022,1.0,6.123233995736766e-17,0.0,1.0,0.9242907221930933,-0.3816892202666588,17.0,14.0,19.0,31.0,44.0,16.666666666666668,2.5166114784233007,26.571428571428573,10.997835284835881,32.0,10.190493307301276,-0.2419218955996675,-0.9702957262759965
2022-04-26,4.2,31.3,80.2,42.0,1006.1,0.0,19973,14.0,2022,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9175836260593937,-0.39754281428255595,15.0,17.0,14.0,31.0,47.0,15.333333333333334,1.5275252316514456,24.285714285714285,11.57172251243358,29.928571428571427,10.50614681408552,-0.2419218955996675,-0.9702957262759965
2022-04-27,3.5,33.2,72.3,45.1,1005.0,0.0,19808,22.0,2022,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9106046300942162,-0.4132786077829042,14.0,15.0,17.0,46.0,38.0,15.333333333333334,1.5275252316514456,21.857142857142858,11.710800875382407,27.571428571428573,10.074448148385306,-0.29237170472273677,-0.9563047559630354
2022-04-28,4.3,30.4,81.2,39.2,1006.9,2.6,19388,18.0,2022,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9033558023246845,-0.4288919379124835,22.0,14.0,15.0,28.0,34.0,17.0,4.358898943540514,18.428571428571427,5.126959555693272,26.428571428571427,9.701025209218294,-0.34202014332566866,-0.9396926207859084
2022-04-29,2.4,30.9,72.8,38.3,1005.9,0.0,17122,20.0,2022,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.895839290734909,-0.4443781781046132,18.0,22.0,14.0,19.0,34.0,18.0,3.999999999999837,17.0,2.943920288775997,25.285714285714285,9.682883958730507,0.9961946980917455,0.08715574274765814
2022-04-30,2.9,31.3,75.3,40.1,1005.0,0.0,17794,35.0,2022,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8880573226294932,-0.45973273945210397,20.0,18.0,22.0,14.0,34.0,20.0,1.9999999999997167,17.142857142857142,3.0783421635989003,24.285714285714285,9.433398697659817,0.40673664307580043,-0.9135454576426008
2022-05-01,2.3,29.2,80.1,35.4,1004.9,33.2,15915,24.0,2022,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8800122039735357,-0.47495107206704995,35.0,20.0,18.0,17.0,31.0,24.333333333333332,9.29157324317753,20.142857142857142,7.104659772022214,24.357142857142858,9.516036205003847,0.3255681544571567,0.9455185755993168
2022-05-02,3.9,26.2,78.4,28.0,1007.8,0.2,19682,16.0,2022,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8717063187093218,-0.4900286664290592,24.0,35.0,20.0,15.0,31.0,26.333333333333332,7.7674534651539915,21.142857142857142,7.081162132225006,23.857142857142858,9.322075890116851,0.9563047559630354,0.29237170472273677
2022-05-03,3.5,25.8,73.1,27.1,1009.8,0.0,19985,13.0,2022,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8631421280499114,-0.5049610547215204,16.0,24.0,35.0,14.0,31.0,25.0,9.53939201416942,21.285714285714285,6.945365018348243,22.785714285714285,9.299946827214123,0.898794046299167,0.43837114678907746
2022-05-04,2.4,27.2,73.4,29.5,1009.0,0.0,19959,19.0,2022,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.854322169749827,-0.5197438121555155,13.0,16.0,24.0,22.0,46.0,17.666666666666668,5.686240703077211,21.142857142857142,7.128079952520459,21.5,9.321191736286437,0.9335804264972017,0.3583679495453004
2022-05-05,1.9,29.6,72.9,34.6,1006.6,0.0,18419,25.0,2022,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8452490573530633,-0.5343725582809786,19.0,13.0,16.0,18.0,28.0,16.0,2.9999999999997584,20.714285714285715,7.158079018709943,19.571428571428573,6.098099145374115,0.9205048534524403,-0.3907311284892738
2022-05-06,2.7,29.9,80.4,37.6,1006.0,0.2,16623,30.0,2022,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8359254794186372,-0.548842958284719,25.0,19.0,13.0,20.0,19.0,19.0,5.999999999999898,21.714285714285715,7.204495950776997,19.357142857142858,5.825766940031139,0.9659258262890683,-0.25881904510252085
2022-05-07,2.2,28.3,86.0,34.0,1006.5,0.0,18974,23.0,2022,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8263541987239096,-0.5631507242749186,30.0,25.0,19.0,35.0,14.0,24.666666666666668,5.507570547286028,23.142857142857142,7.776643908280146,20.142857142857142,6.479044835314945,0.984807753012208,0.17364817766693041
2022-05-08,2.3,28.6,86.2,34.9,1006.6,4.2,18856,21.0,2022,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8165380514459161,-0.5772916165517272,23.0,30.0,25.0,24.0,17.0,26.0,3.6055512754638888,21.428571428571427,5.798193478924955,20.785714285714285,6.26563977246067,1.0,6.123233995736766e-17
2022-05-09,3.0,29.1,81.3,35.4,1006.9,19.6,18628,19.0,2022,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8064799463209448,-0.5912614448635781,21.0,23.0,30.0,16.0,15.0,24.666666666666668,4.725815626252522,21.0,5.68624070307735,21.071428571428573,6.17020490514114,0.40673664307580043,-0.9135454576426008
2022-05-10,3.3,28.4,83.6,33.7,1007.2,1.4,19647,13.0,2022,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.7961828637826158,-0.6050560696488488,19.0,21.0,23.0,13.0,14.0,21.0,1.9999999999997287,21.428571428571427,5.3496773378445805,21.357142857142858,5.956343003724783,-0.052335956242943564,-0.9986295347545738
2022-05-11,3.0,28.5,86.0,34.6,1006.7,9.2,19507,13.0,2022,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.7856498550787147,-0.6186714032625031,13.0,19.0,21.0,19.0,22.0,17.666666666666668,4.163331998932106,21.428571428571427,5.3496773378445805,21.285714285714285,6.056510437646242,-0.275637355816999,-0.9612616959383189
2022-05-12,3.2,29.9,76.2,36.5,1006.0,0.0,19839,18.0,2022,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.7748840413670407,-0.6321034111873487,13.0,13.0,19.0,25.0,18.0,15.0,3.464101615137537,20.571428571428573,6.214422549122959,20.642857142857142,6.44034331212407,-0.32556815445715676,-0.9455185755993167
2022-05-13,2.9,30.6,74.3,37.8,1005.5,0.0,19682,21.0,2022,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.7638886127905428,-0.6453481132295501,18.0,13.0,13.0,30.0,20.0,14.666666666666666,2.8867513459478635,19.571428571428573,5.940177967511965,20.642857142857142,6.44034331212407,-0.7313537016191705,-0.6819983600624986
2022-05-14,3.2,30.4,76.7,38.0,1006.9,6.6,18865,24.0,2022,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.7526668275320085,-0.6584015846980488,21.0,18.0,13.0,23.0,35.0,17.333333333333332,4.041451884327214,18.285714285714285,3.9460649476952216,20.714285714285715,6.43821011233314,-0.22495105434386498,-0.9743700647852352
2022-05-15,2.7,30.4,79.2,38.6,1006.9,0.2,19199,24.0,2022,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.7412220108485958,-0.6712599575675313,24.0,21.0,18.0,21.0,24.0,21.0,2.999999999999819,18.428571428571427,4.157609203101537,19.928571428571427,5.090931389989629,-0.587785252292473,-0.8090169943749475
2022-05-16,3.0,29.1,78.9,34.8,1006.8,2.4,19346,16.0,2022,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.7295575540864875,-0.6839194216246106,24.0,24.0,21.0,19.0,16.0,23.0,1.7320508075686054,18.857142857142858,4.598136268408914,19.928571428571427,5.090931389989629,0.5877852522924732,-0.8090169943749473
2022-05-17,2.4,27.4,77.2,30.3,1007.6,150.6,16330,18.0,2022,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.717676913675962,-0.6963762255968722,16.0,24.0,24.0,13.0,13.0,21.333333333333332,4.618802153516892,18.428571428571427,4.720774754816692,19.928571428571427,5.090931389989629,0.9945218953682733,0.10452846326765346
2022-05-18,1.8,28.0,85.2,32.9,1008.2,2.0,19351,17.0,2022,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.705583610107178,-0.7086266782644596,18.0,16.0,24.0,13.0,19.0,19.333333333333332,4.163331998932122,19.142857142857142,4.099941927579477,20.285714285714285,4.730076783058141,0.984807753012208,-0.1736481776669303
2022-05-19,4.8,29.6,76.5,35.7,1007.2,0.0,19943,12.0,2022,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.6932812268869777,-0.7206671495538609,17.0,18.0,16.0,18.0,25.0,17.0,0.9999999999993214,19.714285714285715,3.3022358947782937,20.142857142857142,4.801556524185084,-0.08715574274765794,-0.9961946980917455
2022-05-20,5.2,29.8,73.1,35.3,1004.9,0.0,19795,11.0,2022,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.6807734094770161,-0.7324940716135789,12.0,17.0,18.0,21.0,30.0,15.666666666666666,3.214550253664093,18.857142857142858,4.413183712037239,19.214285714285715,5.041040360093072,-0.3090169943749473,-0.9510565162951536
2022-05-21,3.5,27.8,80.2,31.7,1003.0,1.4,19504,11.0,2022,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.6680638642135335,-0.7441039398713607,11.0,12.0,17.0,24.0,23.0,13.333333333333334,3.2145502536640667,17.428571428571427,5.15936504029788,17.857142857142858,4.435124538311093,-0.12186934340514731,-0.9925461516413221
2022-05-22,2.9,26.8,86.0,29.8,1002.2,24.4,19562,13.0,2022,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.6551563572090853,-0.7554933140726803,11.0,11.0,12.0,24.0,21.0,11.333333333333334,0.5773502691881001,15.571428571428571,4.720774754816696,17.0,4.523443208612004,-0.15643446504023073,-0.9876883405951378
2022-05-23,3.3,29.7,72.9,35.0,1003.9,0.0,19837,14.0,2022,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.6420547132365637,-0.766658819300159,13.0,11.0,11.0,16.0,19.0,11.666666666666666,1.154700538378499,14.0,2.943920288776012,16.428571428571427,4.484405212499176,-0.06975647374412527,-0.9975640502598242
2022-05-24,4.0,29.2,72.4,33.7,1007.5,0.0,19893,16.0,2022,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.6287628145958344,-0.7775971469736269,14.0,13.0,11.0,18.0,13.0,12.666666666666666,1.527525231651401,13.714285714285714,2.811540841738259,16.071428571428573,4.462911876519872,-0.8386705679454242,-0.544639035015027
2022-05-25,3.2,29.3,76.4,34.9,1007.0,0.0,19408,15.0,2022,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.6152845999633276,-0.7883050558305255,16.0,14.0,13.0,17.0,13.0,14.333333333333334,1.52752523165144,13.428571428571429,2.370453040886488,16.285714285714285,4.375255094603837,-0.7880107536067221,-0.6156614753256581
2022-05-26,4.0,30.6,67.8,36.0,1004.8,0.0,19675,18.0,2022,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.6016240632249226,-0.7987793728863649,15.0,16.0,14.0,12.0,18.0,15.0,0.99999999999925,13.142857142857142,1.9518001458971643,16.428571428571427,4.291571089657269,-0.8191520442889918,0.573576436351046
2022-05-27,3.4,29.9,74.2,35.8,1003.6,0.0,19307,22.0,2022,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,18.0,15.0,16.0,11.0,21.0,16.333333333333332,1.527525231651486,14.0,2.581988897471683,16.428571428571427,4.291571089657269,0.374606593415912,0.9271838545667874
2022-05-28,2.7,27.5,80.9,31.0,1003.5,29.2,16683,19.0,2022,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.5737722679043246,-0.8190148866680801,22.0,18.0,15.0,11.0,24.0,18.333333333333332,3.5118845842840654,15.571428571428571,3.5989416433697974,16.5,4.380902611598134,0.7431448254773942,-0.6691306063588582
2022-05-29,3.5,29.6,73.5,35.0,1003.8,0.2,19106,26.0,2022,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.5595892624101765,-0.8287700871745038,19.0,22.0,18.0,13.0,24.0,19.666666666666668,2.0816659994658497,16.714285714285715,3.1471831698778243,16.142857142857142,3.8998450236888784,-0.8660254037844385,-0.5000000000000004
2022-05-30,4.2,29.8,75.7,35.9,1003.7,1.2,18952,21.0,2022,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.545240438540651,-0.8382797052177744,26.0,19.0,22.0,14.0,16.0,22.333333333333332,3.511884584284105,18.571428571428573,4.237025012007982,16.285714285714285,4.232267466983578,-0.43837114678907746,-0.8987940462991669
2022-05-31,2.9,30.1,75.7,36.7,1004.2,0.0,18216,22.0,2022,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.5307300481619334,-0.8475409228928311,21.0,26.0,19.0,16.0,18.0,22.0,3.6055512754638483,19.571428571428573,3.779644730092308,16.642857142857142,4.413391210624957,-0.3090169943749473,-0.9510565162951536
2022-06-01,2.9,29.9,78.0,36.9,1004.9,0.0,18975,23.0,2022,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.5160623910158528,-0.8565509959010036,22.0,21.0,26.0,15.0,17.0,23.0,2.645751311064412,20.428571428571427,3.5050983275386924,16.928571428571427,4.6320669205057445,-0.2079116908177595,-0.9781476007338056
2022-06-02,4.2,30.1,77.4,37.3,1005.4,0.0,19434,17.0,2022,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.5012418134457758,-0.865307254363206,23.0,22.0,21.0,18.0,12.0,22.0,0.999999999999492,21.571428571428573,2.636736799982353,17.357142857142858,4.908503498359368,-0.19080899537654472,-0.981627183447664
2022-06-03,3.4,28.7,81.5,34.2,1006.3,0.0,19834,9.0,2022,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.48627270710868997,-0.8738071036110808,17.0,23.0,22.0,22.0,11.0,20.666666666666668,3.2145502536641457,21.428571428571427,2.8784916685157382,17.714285714285715,4.664573052085396,1.2246467991473532e-16,-1.0
2022-06-04,4.2,29.2,78.4,35.0,1007.0,0.0,19917,10.0,2022,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4711595076738638,-0.8820480249558537,9.0,17.0,23.0,19.0,11.0,16.333333333333332,7.023769168568392,19.571428571428573,5.472876844254877,17.571428571428573,4.910182288865622,-0.22495105434386498,-0.9743700647852352
2022-06-05,3.1,29.1,76.0,34.1,1006.2,1.0,19629,9.0,2022,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.4559066935084588,-0.8900275764346767,10.0,9.0,17.0,26.0,13.0,12.0,4.358898943540479,18.285714285714285,6.575568054403782,17.5,5.019193928541438,-0.5591929034707467,-0.8290375725550417
2022-06-06,2.4,27.7,80.5,31.4,1006.1,9.0,17993,12.0,2022,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.440518784350495,-0.8977433935342337,9.0,10.0,9.0,21.0,14.0,9.333333333333334,0.5773502691879908,15.857142857142858,6.388233230676864,17.214285714285715,5.394848988099221,-0.9659258262890684,0.2588190451025203
2022-06-07,2.7,28.8,72.4,32.8,1006.7,11.4,19188,15.0,2022,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.42500033996955416,-0.9051931898913974,12.0,9.0,10.0,22.0,16.0,10.333333333333334,1.5275252316513523,14.571428571428571,6.078847008469725,17.071428571428573,5.511725762328934,-0.5877852522924734,0.8090169943749473
2022-06-08,2.1,28.7,76.3,33.2,1006.6,0.0,19333,18.0,2022,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.4093559588156213,-0.9123747579707273,15.0,12.0,9.0,23.0,15.0,12.0,2.999999999999717,13.571428571428571,5.159365040297887,17.0,5.533117079493639,-0.5735764363510462,-0.8191520442889918
2022-06-09,3.2,30.1,74.8,36.6,1006.3,0.0,19920,12.0,2022,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.39359027665646673,-0.9192859697186104,18.0,15.0,12.0,17.0,18.0,15.0,2.9999999999997518,12.857142857142858,3.804758924845421,17.214285714285715,5.507736816076491,-0.22495105434386498,-0.9743700647852352
2022-06-10,3.2,30.5,70.2,36.2,1006.5,0.0,19918,15.0,2022,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3777079652039649,-0.9259247771938498,12.0,18.0,15.0,9.0,22.0,15.0,2.9999999999997518,12.142857142857142,3.338091841585184,16.785714285714285,5.672858069907823,-0.7771459614569706,-0.6293203910498378
2022-06-11,3.0,30.7,71.3,37.1,1006.8,0.0,19632,17.0,2022,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.36171373072976765,-0.9322892131745133,15.0,12.0,18.0,10.0,19.0,15.0,2.9999999999997518,13.0,3.1622776601684435,16.285714285714285,5.483241200780226,-0.8290375725550418,-0.5591929034707466
2022-06-12,3.3,30.5,67.0,35.5,1007.0,4.4,16458,17.0,2022,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3456123126707335,-0.9383773917408641,17.0,15.0,12.0,9.0,26.0,14.666666666666666,2.516611478423283,14.0,3.16227766016844,16.142857142857142,5.432907464376993,-0.7193398003386512,-0.6946583704589973
2022-06-13,2.9,30.5,74.3,37.5,1006.3,0.0,18218,18.0,2022,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.3294084822245304,-0.9441875088341993,17.0,17.0,15.0,12.0,21.0,16.333333333333332,1.1547005383786482,15.142857142857142,2.410295378065552,15.5,4.653369333487938,-0.2419218955996675,-0.9702957262759965
2022-06-14,2.9,29.4,80.8,36.1,1006.7,0.2,12000,16.0,2022,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.3131070409358269,-0.9497178427914316,18.0,17.0,17.0,15.0,22.0,17.333333333333332,0.5773502691884789,16.0,2.160246899469363,15.285714285714286,4.445024382187528,-0.13917310096006552,-0.9902680687415703
2022-06-19,3.3,29.5,66.6,33.1,1005.9,88.8,0,10.0,2022,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.23030567023061221,-0.9731183372332619,16.0,18.0,17.0,18.0,23.0,17.0,0.9999999999993254,16.142857142857142,2.115700942049892,14.857142857142858,4.0164496924358515,-0.9335804264972017,0.3583679495453004
