"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"23/05/01", "287", "1.3", "29.3", "67.9", "33.0", "982.9", "0.0", ""
"23/05/02", "270", "1.6", "28.8", "71.5", "32.5", "983.3", "4.4", ""
"23/05/03", "266", "1.2", "31.5", "60.1", "36.0", "983.0", "0.0", ""
"23/05/04", "264", "1.2", "31.6", "59.1", "35.8", "979.0", "0.0", ""
"23/05/05", "261", "1.2", "32.1", "59.1", "37.0", "976.6", "0.0", ""
"23/05/06", "261", "1.2", "32.6", "59.1", "38.3", "975.7", "0.0", ""
"23/05/07", "258", "1.2", "33.3", "56.7", "39.2", "975.7", "0.0", ""
"23/05/08", "259", "1.9", "29.0", "69.5", "32.7", "979.9", "0.6", ""
"23/05/09", "260", "1.2", "29.2", "67.9", "32.8", "981.2", "0.0", ""
"23/05/10", "226", "1.5", "26.7", "74.9", "28.7", "983.2", "0.0", ""
"23/05/11", "230", "1.5", "29.7", "67.6", "33.8", "983.1", "0.0", ""
"23/05/12", "259", "1.2", "26.4", "87.2", "28.9", "983.7", "0.0", ""
"23/05/13", "281", "1.3", "26.2", "88.5", "28.6", "983.0", "25.4", ""
"23/05/14", "295", "1.3", "26.3", "85.5", "28.5", "982.1", "13.2", ""
"23/05/15", "237", "1.2", "26.1", "85.0", "28.0", "983.0", "0.8", ""
"23/05/16", "236", "1.4", "27.5", "74.8", "30.3", "983.1", "0.4", ""
"23/05/17", "240", "1.1", "29.1", "70.1", "32.9", "982.6", "0.0", ""
"23/05/18", "287", "1.0", "30.0", "65.4", "34.1", "980.9", "0.0", ""
"23/05/19", "266", "1.0", "29.8", "66.5", "33.7", "979.7", "0.0", ""
"23/05/20", "274", "1.1", "30.4", "62.1", "34.1", "979.8", "0.0", ""
"23/05/21", "281", "1.1", "30.7", "63.6", "35.1", "980.7", "0.0", ""
"23/05/22", "249", "1.3", "30.3", "64.6", "34.5", "981.0", "0.0", ""
"23/05/23", "218", "1.9", "30.4", "63.3", "34.4", "980.5", "0.0", ""
"23/05/24", "184", "2.3", "31.5", "60.7", "36.1", "980.0", "8.0", ""
"23/05/25", "51", "2.3", "30.2", "67.4", "34.9", "981.4", "1.2", ""
"23/05/26", "245", "1.1", "30.6", "67.5", "35.8", "980.4", "0.0", ""
"23/05/27", "281", "1.1", "30.1", "70.9", "35.5", "979.3", "0.0", ""
"23/05/28", "200", "1.2", "29.8", "69.6", "34.5", "979.9", "1.8", ""
"23/05/29", "266", "0.8", "28.6", "75.9", "32.9", "981.4", "1.2", ""
"23/05/30", "248", "1.3", "30.1", "71.6", "35.7", "979.6", "1.2", ""
"23/05/31", "217", "1.9", "30.0", "70.1", "35.1", "978.4", "7.4", ""
"23/06/01", "255", "1.4", "31.0", "67.7", "36.8", "977.3", "0.0", ""
"23/06/02", "243", "1.3", "31.8", "61.4", "37.0", "978.2", "0.0", ""
"23/06/03", "276", "1.7", "30.1", "67.8", "34.8", "979.8", "0.0", ""
"23/06/04", "189", "1.8", "30.9", "64.9", "35.9", "978.7", "3.8", ""
"23/06/05", "204", "1.9", "28.0", "79.5", "32.0", "979.2", "68.4", ""
"23/06/06", "288", "1.2", "26.5", "85.5", "29.0", "979.1", "0.2", ""
"23/06/07", "112", "1.7", "27.5", "84.8", "31.6", "979.7", "0.4", ""
"23/06/08", "125", "1.6", "28.1", "81.6", "32.7", "979.3", "0.6", ""
"23/06/09", "192", "1.5", "30.4", "67.6", "35.4", "978.5", "0.0", ""
"23/06/10", "205", "1.1", "27.0", "84.6", "30.3", "978.2", "25.6", ""
"23/06/12", "194", "1.5", "28.8", "77.2", "33.7", "977.3", "1.6", ""
"23/06/13", "166", "1.8", "28.6", "75.0", "32.8", "978.4", "0.6", ""
"23/06/14", "153", "1.7", "27.4", "84.1", "31.1", "980.1", "1.6", ""
"23/06/15", "164", "1.2", "26.8", "84.3", "29.7", "979.9", "4.0", ""
"23/06/16", "165", "1.5", "29.4", "72.9", "34.2", "979.1", "4.6", ""
"23/06/17", "105", "1.8", "28.1", "78.9", "32.3", "979.9", "0.0", ""
"23/06/18", "171", "1.5", "29.2", "76.7", "34.7", "979.5", "0.0", ""
"23/06/19", "228", "1.5", "28.1", "76.9", "31.8", "979.9", "0.4", ""
"23/06/20", "177", "1.8", "28.9", "71.5", "32.9", "980.7", "0.2", ""
"23/06/21", "192", "2.0", "29.7", "65.0", "33.3", "981.3", "0.0", ""
"23/06/22", "200", "1.2", "29.6", "68.0", "33.7", "981.0", "0.0", ""
"23/06/23", "256", "1.1", "30.2", "66.4", "34.7", "979.4", "0.0", ""
"23/06/24", "171", "1.6", "27.7", "80.2", "31.5", "979.4", "11.4", ""
"23/06/25", "141", "1.0", "25.8", "91.8", "27.5", "980.2", "38.8", ""
"23/06/26", "170", "1.2", "27.1", "84.8", "30.4", "979.8", "0.2", ""
"23/06/27", "101", "1.2", "27.3", "85.7", "31.1", "981.1", "15.6", ""
"23/06/28", "225", "0.8", "27.3", "86.4", "31.2", "981.8", "4.4", ""
"23/06/29", "194", "1.4", "29.6", "75.0", "35.1", "979.4", "3.2", ""
"23/06/30", "225", "1.2", "27.3", "83.9", "30.8", "979.2", "6.6", ""
"23/07/01", "196", "1.3", "28.4", "79.3", "33.0", "979.8", "0.8", ""
"23/07/02", "186", "1.6", "", "61.7", "", "980.3", "0.2", ""
"23/07/03", "177", "2.5", "", "57.4", "", "980.9", "0.0", ""
"23/07/04", "178", "1.7", "", "62.4", "", "981.2", "9.4", ""
"23/07/05", "180", "1.6", "28.5", "71.3", "31.8", "981.5", "0.0", ""
"23/07/06", "233", "0.9", "29.5", "76.8", "35.3", "981.9", "0.8", ""
"23/07/07", "285", "1.0", "30.7", "74.4", "38.0", "981.2", "5.0", ""
"23/07/08", "179", "1.3", "29.4", "78.1", "35.4", "981.3", "0.0", ""
"23/07/09", "348", "0.9", "27.0", "85.9", "30.3", "982.0", "8.8", ""
"23/07/10", "132", "1.6", "28.0", "81.7", "32.4", "981.7", "0.0", ""
"23/07/11", "231", "1.5", "29.1", "75.8", "34.1", "981.5", "0.0", ""
"23/07/12", "201", "1.6", "27.2", "89.0", "31.2", "982.4", "2.8", ""
"23/07/13", "201", "1.1", "27.8", "85.8", "32.6", "981.2", "23.2", ""
"23/07/14", "169", "1.1", "28.8", "79.3", "34.0", "979.9", "0.0", ""
"23/07/15", "120", "1.2", "27.5", "86.4", "31.6", "978.7", "20.2", ""
"23/07/16", "134", "0.9", "26.0", "91.5", "28.2", "977.4", "23.4", ""
"23/07/17", "63", "1.2", "28.5", "80.5", "33.5", "975.9", "0.0", ""
"23/07/18", "152", "1.4", "29.4", "83.7", "36.8", "975.4", "37.0", ""
"23/07/19", "239", "1.2", "27.6", "85.9", "31.9", "977.0", "17.2", ""
"23/07/20", "4", "0.9", "26.7", "88.3", "29.8", "979.9", "0.4", ""
"23/07/21", "284", "0.9", "27.1", "89.6", "31.1", "982.1", "12.6", ""
"23/07/22", "242", "1.1", "29.9", "78.7", "37.1", "982.1", "0.0", ""
"23/07/23", "94", "2.0", "29.0", "75.7", "33.9", "981.3", "2.2", ""
"23/07/24", "146", "1.2", "28.9", "77.2", "33.9", "980.4", "13.2", ""
"23/07/25", "273", "1.1", "28.1", "79.1", "32.3", "980.9", "0.0", ""
"23/07/26", "245", "1.1", "29.7", "80.9", "36.9", "979.8", "0.0", ""
"23/07/27", "256", "1.2", "30.4", "76.2", "37.8", "977.4", "0.6", ""
"23/07/28", "146", "1.1", "26.8", "92.1", "30.3", "976.2", "31.4", ""
"23/07/29", "144", "2.0", "25.9", "92.7", "27.8", "976.6", "20.2", ""
"23/07/30", "193", "1.3", "26.6", "89.8", "29.6", "977.4", "6.6", ""
"23/07/31", "175", "1.1", "26.6", "88.0", "29.4", "979.3", "6.0", ""
"23/08/01", "151", "1.5", "26.4", "81.8", "28.6", "979.6", "7.6", ""
"23/08/02", "123", "1.6", "26.3", "80.7", "28.3", "979.2", "16.6", ""
