"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"23/03/20", "215", "1.7", "29.4", "47.7", "30.0", "990.6", "0.0", ""
"23/03/21", "224", "2.6", "31.3", "47.1", "32.6", "990.7", "0.0", ""
"23/03/22", "219", "3.0", "31.1", "47.1", "32.2", "989.4", "0.0", ""
"23/03/23", "212", "2.4", "31.0", "47.1", "32.0", "990.0", "0.0", ""
"23/03/24", "179", "1.8", "30.4", "47.2", "31.3", "990.7", "0.0", ""
"23/03/25", "224", "2.5", "30.4", "47.2", "31.2", "990.8", "0.0", ""
"23/03/26", "212", "2.8", "30.4", "47.2", "31.2", "990.3", "0.0", ""
"23/03/27", "140", "2.0", "29.9", "47.5", "30.5", "991.1", "0.0", ""
"23/03/28", "211", "3.2", "31.9", "46.9", "33.5", "992.8", "0.0", ""
"23/03/29", "212", "3.5", "30.6", "47.3", "31.5", "992.7", "0.0", ""
"23/03/30", "216", "2.2", "30.2", "47.3", "30.9", "990.8", "0.0", ""
"23/03/31", "244", "1.8", "28.7", "47.8", "29.1", "991.3", "0.0", ""
"23/04/01", "342", "2.0", "28.3", "48.1", "28.6", "991.1", "0.0", ""
"23/04/02", "211", "3.0", "30.5", "47.3", "31.3", "990.1", "0.0", ""
"23/04/03", "219", "2.2", "30.9", "47.1", "31.9", "989.9", "0.0", ""
"23/04/04", "225", "3.0", "30.7", "47.2", "31.6", "989.3", "0.0", ""
"23/04/05", "182", "2.0", "30.4", "47.3", "31.1", "990.3", "0.0", ""
"23/04/06", "219", "1.4", "30.8", "47.1", "31.7", "991.0", "0.0", ""
"23/04/07", "203", "2.4", "31.5", "47.0", "32.9", "993.1", "0.0", ""
"23/04/08", "192", "1.9", "30.9", "47.1", "31.9", "995.1", "0.0", ""
"23/04/09", "220", "1.8", "30.3", "47.4", "31.1", "994.3", "0.0", ""
"23/04/10", "206", "1.7", "31.7", "47.0", "33.1", "992.1", "0.0", ""
"23/04/11", "228", "2.0", "31.3", "47.0", "32.6", "991.2", "0.0", ""
"23/04/12", "234", "2.3", "32.7", "46.6", "34.8", "990.0", "0.0", ""
"23/04/13", "225", "2.0", "32.1", "46.7", "33.8", "990.1", "0.0", ""
"23/04/14", "232", "1.8", "31.9", "46.9", "33.5", "989.9", "0.0", ""
"23/04/15", "213", "1.8", "33.8", "46.3", "36.7", "989.2", "0.0", ""
"23/04/16", "321", "2.0", "31.2", "47.1", "32.4", "990.3", "0.0", ""
"23/04/17", "216", "2.7", "32.7", "46.6", "34.8", "991.0", "0.0", ""
"23/04/18", "214", "3.6", "33.8", "46.3", "36.7", "990.1", "0.0", ""
"23/04/19", "214", "3.5", "32.6", "46.7", "34.6", "987.1", "0.0", ""
"23/04/20", "217", "3.2", "32.0", "46.8", "33.6", "986.6", "0.0", ""
"23/04/21", "270", "2.7", "31.4", "47.0", "32.7", "987.6", "0.0", ""
"23/04/22", "219", "2.1", "31.0", "47.1", "32.1", "988.9", "1.0", ""
"23/04/23", "241", "2.7", "28.9", "48.0", "29.3", "992.4", "6.0", ""
"23/04/24", "33", "1.5", "30.2", "47.5", "30.9", "993.1", "0.0", ""
"23/04/25", "9", "2.5", "30.1", "47.5", "30.8", "991.4", "52.0", ""
"23/04/26", "80", "2.1", "27.5", "48.6", "27.8", "993.1", "1.6", ""
"23/04/27", "8", "2.3", "27.0", "48.7", "27.4", "993.6", "0.4", ""
"23/04/28", "232", "1.5", "30.5", "47.6", "31.4", "991.4", "0.0", ""
"23/04/29", "312", "2.2", "29.5", "47.8", "30.1", "991.3", "0.0", ""
"23/04/30", "2", "2.3", "28.7", "48.2", "29.1", "992.7", "0.0", ""
"23/05/01", "341", "2.1", "30.3", "47.5", "31.1", "992.4", "0.0", ""
"23/05/02", "166", "2.2", "29.7", "47.8", "30.2", "993.1", "0.0", ""
"23/05/03", "265", "1.6", "28.1", "48.4", "28.4", "992.9", "0.0", ""
"23/05/04", "201", "2.1", "30.9", "47.4", "32.0", "989.8", "0.0", ""
"23/05/05", "204", "3.1", "33.0", "46.7", "35.3", "986.9", "0.0", ""
"23/05/06", "220", "2.4", "33.9", "46.4", "37.0", "985.8", "0.0", ""
"23/05/07", "214", "2.9", "33.9", "46.3", "37.0", "985.9", "0.0", ""
"23/05/08", "211", "2.0", "30.0", "47.7", "30.7", "990.1", "0.0", ""
"23/05/09", "196", "2.4", "29.5", "47.9", "30.0", "991.2", "0.0", ""
"23/05/10", "185", "1.8", "27.5", "48.7", "27.8", "992.9", "0.0", ""
"23/05/11", "331", "1.5", "28.6", "48.3", "29.0", "993.1", "0.0", ""
"23/05/12", "329", "2.3", "26.8", "49.0", "27.2", "993.6", "0.0", ""
"23/05/13", "300", "1.8", "28.3", "48.4", "28.7", "992.8", "8.2", ""
"23/05/14", "225", "2.4", "27.5", "48.7", "27.8", "992.7", "11.6", ""
"23/05/15", "216", "2.9", "28.4", "48.3", "28.7", "993.1", "0.2", ""
