Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
4/7/2011,164,2.8,28.4,72.7,31.9,1008.3,0,,
4/23/2011,9,3.4,29,71.5,32.9,1006.6,0,,
4/24/2011,349,3.8,27.5,76.2,30.5,1007.4,12.8,,
4/29/2011,280,2.9,29.2,72.7,33.7,1005.8,0,,
5/3/2011,167,2.4,30.7,67.7,36.1,1005,0,,
5/5/2011,224,2.8,30.3,67.4,35.1,1005.8,0,,
5/6/2011,237,2.6,29.8,69.3,34.4,1005.6,0,,
5/9/2011,202,3.9,29.1,69.8,33,1003.6,0.6,,
5/12/2011,283,3.6,28.6,77.1,33,1004.4,18.4,,
5/25/2011,218,2.5,27.8,80.8,31.8,1004.2,26.8,,
5/29/2011,225,2.2,29,75.7,33.9,1006,0.4,,
5/30/2011,211,2.7,28.5,77.6,33,1005.6,11.6,,
6/4/2011,169,2.4,29.2,78.5,34.8,1004.1,0,,
6/7/2011,171,2,29.1,79.1,34.9,1006.2,0.4,,
6/10/2011,221,3.6,28.7,69.2,32,1004.1,0,,
6/11/2011,241,5.1,29.2,63.9,32.1,1004.5,0,,
6/14/2011,227,4,29.4,65.4,32.8,1006.1,0,,
6/15/2011,236,3.1,28.3,74.9,31.9,1005.6,2.8,,
6/16/2011,214,2.3,28,77.9,31.7,1004.5,2.2,,
6/17/2011,212,2.8,28.1,76.4,31.8,1004.3,3,,
6/18/2011,253,3.7,28.3,72.8,31.6,1003.3,0.4,,
6/19/2011,266,4.2,28.8,68.9,32.2,1002.9,0,,
7/7/2011,273,5.7,28.3,64.7,30.5,1006.1,0,,
7/9/2011,278,7.1,30.4,63,34.2,1003.3,0,,
7/10/2011,254,5.3,29.9,62.4,33.1,1002.3,0,,
7/15/2011,213,3.2,28.5,68.5,31.5,1004.1,0,,
7/21/2011,252,2.1,26.3,84.9,28.6,1006.3,4,,
7/23/2011,239,2.8,27.2,78.8,30,1003.3,29.8,,
7/24/2011,223,2.1,27.9,76.2,31.4,1004.1,2.2,,
7/25/2011,244,2.1,28,76.8,31.6,1005.8,1.8,,
7/28/2011,239,3.1,28.2,74.4,31.7,1003.2,5.8,,
7/29/2011,216,2.7,28.2,75.8,32,1002.4,7.8,,
7/31/2011,169,2.9,26.4,83.3,28.7,1001.1,18.6,,
8/3/2011,206,2.2,28.2,76.7,32.2,1006.8,0.6,,
8/8/2011,243,3.8,28.6,71.2,32.1,1005.9,3.4,,
8/9/2011,270,4.4,28.1,75.9,31.6,1005.6,5.8,,
8/10/2011,266,4.2,27.9,71.9,30.7,1004.8,3,,
8/11/2011,249,3.5,27.6,71.4,30.1,1004.5,0,,
8/17/2011,193,2.9,27.6,76.8,30.8,1005.7,0.4,,
8/18/2011,227,3.3,28.7,67.9,31.8,1005.7,0.4,,
9/10/2011,305,6.8,26.9,81.4,29.6,1002.2,4.8,,
9/11/2011,225,3.5,26.8,84.5,29.8,1000.8,16.4,,
9/16/2011,268,3.9,28.4,71.9,31.7,1005.7,2,,
10/6/2011,299,3.5,26.8,81.8,29.5,1008.1,42.2,,
10/14/2011,265,2.3,27.3,82,30.7,1006.4,4.2,,
10/23/2011,301,2.7,26.5,82.8,28.8,1008,2,,
11/6/2011,309,4.1,26.7,77.5,29,1006.9,0,,
11/11/2011,327,3.5,25.6,76.2,26.9,1009.6,0,,
11/12/2011,301,2.2,26.7,72.9,28.6,1010.5,0,,
11/16/2011,323,4.6,26.7,73.2,28.6,1009,0,,
11/19/2011,309,2.4,27.2,73.7,29.6,1008.7,0,,
11/23/2011,2,5.3,28.1,68.4,30.7,1009.9,0,,
11/24/2011,349,5.7,25.9,69.4,27.1,1010.8,0,,
