Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2011-01-01,70.0,3.3,28.9,72.7,33.0,1006.9,0.0,,
2011-01-02,85.0,4.2,29.0,70.1,32.8,1007.5,0.0,,
2011-01-03,97.0,3.7,28.9,70.6,32.5,1008.0,0.0,,
2011-01-04,72.0,2.7,29.5,65.5,32.9,1007.6,0.0,,
2011-01-07,84.0,3.4,29.2,70.3,33.2,1009.1,0.0,,
2011-01-12,311.0,2.3,28.2,78.1,32.3,1007.9,0.8,,
2011-01-14,54.0,2.0,28.5,78.0,33.0,1008.7,9.2,,
2011-01-31,82.0,4.6,28.1,71.4,31.1,1010.2,0.0,,
2011-02-04,89.0,2.7,28.6,69.6,31.9,1010.1,0.0,,
2011-02-07,289.0,2.6,28.8,72.6,32.8,1007.8,0.0,,
2011-02-09,308.0,2.1,28.8,76.4,33.4,1005.8,0.0,,
2011-02-10,342.0,2.4,29.6,71.1,34.3,1007.5,0.0,,
2011-02-24,92.0,2.5,28.4,72.8,31.9,1008.7,0.6,,
2011-03-16,110.0,3.6,30.2,68.9,35.3,1006.4,0.0,,
2011-03-18,24.0,3.3,29.9,70.3,35.0,1008.1,0.0,,
2011-04-08,44.0,2.4,29.6,71.6,34.4,1009.6,0.0,,
2011-04-15,105.0,2.7,29.8,70.9,34.8,1007.3,3.8,,
2011-04-25,93.0,2.9,30.5,65.3,35.1,1006.9,0.0,,
2011-04-26,290.0,2.6,30.2,70.4,35.6,1007.1,0.0,,
2011-05-21,299.0,2.0,29.3,76.1,34.8,1007.5,0.0,,
2011-06-05,286.0,2.6,30.7,73.2,37.6,1007.1,0.0,,
2011-06-07,305.0,1.9,29.3,79.4,35.6,1008.2,0.2,,
2011-06-10,287.0,4.1,30.9,71.1,37.7,1006.9,0.2,,
2011-06-15,269.0,4.1,29.8,72.5,35.2,1008.9,3.8,,
2011-06-16,272.0,4.6,30.6,72.9,37.2,1007.8,0.2,,
2011-06-24,276.0,4.9,30.6,69.1,36.3,1004.9,0.0,,
2011-06-30,336.0,2.0,29.6,75.8,35.3,1007.2,0.0,,
2011-07-04,266.0,2.4,29.1,74.6,33.9,1008.3,0.0,,
2011-07-06,311.0,2.9,30.2,71.1,35.8,1007.6,0.0,,
2011-07-07,306.0,3.0,30.0,71.1,35.4,1008.8,0.0,,
2011-07-18,284.0,2.3,29.0,77.3,34.3,1007.7,0.0,,
2011-08-05,290.0,3.2,30.0,69.4,34.9,1007.6,0.0,,
2011-08-11,299.0,2.1,28.7,81.2,34.1,1007.8,14.2,,
2011-08-13,321.0,1.7,28.9,80.2,34.4,1007.5,0.6,,
2011-08-14,294.0,2.6,28.3,76.5,32.2,1009.5,18.4,,
2011-08-15,312.0,1.9,27.9,79.9,31.7,1009.5,0.6,,
