Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2023-05-01,215.0,2.9,29.8,70.6,34.7,1008.3,0.0,,18.0
2023-05-02,179.0,3.9,30.7,66.8,35.9,1009.0,0.0,,17.0
2023-05-03,151.0,4.6,31.1,63.1,35.8,1009.6,0.0,,15.0
2023-05-04,171.0,4.4,31.2,65.5,36.9,1006.7,0.0,,13.0
2023-05-05,189.0,3.3,31.6,65.2,37.6,1004.5,0.0,,21.0
2023-05-06,185.0,3.8,32.3,59.5,37.7,1003.4,0.0,,14.0
2023-05-07,174.0,3.7,32.0,64.2,38.5,1003.4,0.0,,21.0
2023-05-08,152.0,4.0,31.9,68.5,39.6,1005.3,0.0,,19.0
2023-05-09,175.0,3.5,31.2,69.3,38.0,1006.7,0.0,,12.0
2023-05-10,238.0,2.6,28.6,75.9,32.9,1008.5,0.0,,17.0
2023-05-11,171.0,4.0,30.9,68.3,36.8,1008.5,0.0,,10.0
2023-05-12,195.0,3.6,31.2,61.8,35.7,1008.6,0.0,,12.0
2023-05-13,176.0,4.4,31.2,61.8,35.7,1008.3,0.0,,14.0
2023-05-14,187.0,4.2,31.1,64.2,36.0,1008.4,0.0,,14.0
2023-05-15,214.0,3.8,31.3,62.1,36.0,1009.2,0.0,,23.0
2023-05-16,213.0,3.0,29.4,73.2,34.3,1010.0,4.6,,29.0
2023-05-17,174.0,2.9,30.7,66.4,35.9,1009.9,0.0,,24.0
2023-05-18,249.0,3.5,31.0,63.1,35.5,1008.4,2.0,,17.0
2023-05-19,212.0,3.9,31.1,62.3,35.7,1006.8,0.0,,20.0
2023-05-20,230.0,3.4,31.0,59.4,34.7,1006.7,0.0,,18.0
2023-05-21,200.0,3.7,31.5,60.3,36.0,1007.8,0.0,,22.0
2023-05-22,237.0,2.5,29.5,70.0,33.9,1008.5,4.4,,21.0
2023-05-23,223.0,2.7,30.0,65.9,34.0,1008.2,3.2,,23.0
2023-05-24,247.0,2.7,29.8,68.7,34.2,1008.0,1.4,,20.0
2023-05-25,133.0,4.1,32.2,56.9,36.7,1008.5,0.0,,20.0
2023-05-26,185.0,3.5,31.3,60.8,35.7,1007.3,0.0,,25.0
2023-05-27,229.0,3.1,31.1,61.1,35.4,1005.5,0.0,,20.0
2023-05-28,248.0,3.1,29.7,67.5,33.8,1005.7,0.0,,19.0
2023-05-29,227.0,2.6,28.9,74.1,33.2,1006.6,1.2,,17.0
2023-05-30,215.0,2.8,29.9,67.2,34.1,1006.0,0.0,,8.0
2023-05-31,207.0,3.1,31.4,58.2,35.3,1005.4,0.0,,11.0
2023-06-01,212.0,4.0,31.4,61.4,36.1,1005.4,0.0,,23.0
2023-06-02,222.0,3.8,31.7,58.8,36.1,1006.2,0.0,,17.0
2023-06-03,187.0,4.2,31.2,61.6,35.8,1007.1,0.0,,14.4
2023-06-04,221.0,3.7,31.4,59.7,35.6,1006.5,0.0,,7.2
2023-06-05,217.0,3.5,30.6,63.2,34.8,1005.8,4.4,,8.3
2023-06-06,213.0,3.6,29.9,65.3,33.8,1005.8,0.0,,12.2
2023-06-07,214.0,4.1,30.0,64.0,33.7,1006.7,0.0,,15.9
2023-06-08,215.0,3.6,28.9,70.1,32.5,1007.0,3.0,,9.5
2023-06-09,210.0,2.9,28.6,73.2,32.4,1006.8,0.0,,7.5
2023-06-10,198.0,2.7,28.4,73.9,32.1,1005.5,21.0,,11.8
2023-06-12,199.0,3.5,27.6,78.1,30.9,1006.3,1.4,,11.6
2023-06-13,216.0,4.1,29.5,67.6,33.3,1007.2,0.0,,6.2
2023-06-14,212.0,4.0,29.8,64.7,33.3,1008.2,0.2,,6.2
2023-06-15,216.0,3.7,30.1,65.2,34.2,1007.3,0.0,,7.5
2023-06-16,199.0,3.3,29.5,70.9,34.0,1007.0,9.2,,8.9
2023-06-17,206.0,3.9,30.7,63.7,35.2,1007.3,0.0,,4.5
2023-06-18,221.0,3.3,29.5,64.9,32.7,1007.9,0.0,,9.1
2023-06-19,175.0,3.6,29.5,69.9,33.8,1007.7,0.0,,13.3
2023-06-20,198.0,3.0,29.2,73.4,34.0,1008.0,0.0,,19.3
2023-06-21,230.0,2.8,30.3,68.1,35.3,1008.5,0.2,,19.3
2023-06-22,176.0,3.4,29.9,66.6,34.1,1008.0,0.0,,17.7
2023-06-23,215.0,3.5,30.8,63.6,35.3,1006.5,0.0,,16.2
2023-06-24,202.0,2.6,29.9,66.2,34.0,1006.5,0.0,,12.8
2023-06-25,259.0,2.3,29.5,66.8,33.2,1006.9,1.4,,12.0
2023-06-26,222.0,2.6,30.7,57.6,33.7,1007.0,0.0,,11.6
2023-06-27,218.0,2.8,29.9,65.0,33.6,1007.5,0.0,,9.2
2023-06-28,229.0,3.3,30.1,66.7,34.5,1007.6,0.0,,7.1
2023-06-29,194.0,3.4,29.9,71.0,35.1,1006.4,3.0,,9.9
2023-06-30,202.0,3.2,29.9,72.7,35.6,1005.9,5.4,,10.4
2023-07-01,179.0,3.6,28.4,77.3,32.6,1007.0,9.4,,6.7
2023-07-02,209.0,3.8,29.8,68.0,34.1,1007.8,0.0,,6.8
2023-07-03,209.0,3.4,29.4,67.1,33.0,1008.6,0.0,,7.9
2023-07-04,228.0,3.1,30.4,62.3,34.2,1008.2,0.0,,11.0
2023-07-05,232.0,3.1,29.1,65.6,32.2,1008.5,0.0,,9.9
2023-07-06,221.0,3.3,29.3,69.5,33.4,1008.9,0.0,,7.6
2023-07-07,203.0,3.4,29.7,70.0,34.4,1008.2,0.0,,9.1
2023-07-08,236.0,2.8,29.5,71.2,34.1,1007.9,0.0,,8.5
2023-07-09,222.0,2.7,28.5,74.4,32.5,1007.7,0.6,,7.6
2023-07-10,193.0,3.2,28.5,75.0,32.5,1008.0,2.6,,8.5
2023-07-11,223.0,3.0,29.1,71.4,33.2,1008.5,0.0,,8.5
2023-07-12,192.0,3.1,29.8,70.3,34.7,1008.6,0.0,,9.5
2023-07-13,235.0,2.4,29.8,69.1,34.4,1008.3,0.6,,12.4
2023-07-14,256.0,3.1,31.2,57.4,34.6,1007.9,0.0,,10.5
2023-07-15,228.0,2.9,30.9,58.9,34.4,1006.2,0.0,,13.2
2023-07-16,242.0,4.3,30.5,58.0,33.3,1004.9,0.0,,12.4
2023-07-17,238.0,3.4,29.2,64.2,32.1,1004.2,0.4,,7.8
2023-07-18,233.0,3.3,29.5,64.4,32.6,1004.6,0.6,,9.8
2023-07-19,249.0,3.3,29.7,61.2,32.5,1005.0,0.2,,13.7
2023-07-20,200.0,2.5,28.1,75.4,31.6,1006.0,7.4,,15.5
2023-07-21,242.0,2.2,28.6,71.7,32.1,1007.2,0.4,,11.2
2023-07-22,215.0,3.0,28.9,69.9,32.5,1008.1,0.0,,9.8
2023-07-23,241.0,2.0,27.8,76.3,31.0,1007.5,4.6,,9.7
2023-07-24,219.0,2.6,28.8,70.3,32.5,1007.1,0.2,,9.4
2023-07-25,239.0,3.0,29.9,63.1,33.3,1007.9,0.0,,12.7
2023-07-26,244.0,3.1,30.8,58.8,34.1,1007.7,0.0,,14.2
2023-07-27,259.0,4.0,31.1,56.8,34.3,1006.5,0.0,,9.1
2023-07-28,237.0,3.4,30.6,61.9,34.5,1004.8,0.4,,10.1
2023-07-29,228.0,3.8,31.1,60.4,35.2,1004.8,0.0,,13.0
2023-07-30,221.0,4.4,29.8,67.6,34.0,1005.6,3.8,,11.7
2023-07-31,212.0,3.9,30.1,66.5,34.5,1006.8,0.0,,16.2
2023-08-01,220.0,4.5,31.5,59.0,35.6,1006.8,0.0,,11.7
