epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,24,,,6.217352390289307,0.3017217814922333,8.434298515319824,0.258832722902298,3.4430723190307617
0,24,5.4951629638671875,,,,,,
1,49,,3.5884339809417725,,,,,
1,49,,,6.944942474365234,0.33302488923072815,9.168716430664062,0.2781420648097992,3.7207190990448
1,49,3.6781868934631348,,,,,,
2,74,,,5.024717807769775,0.22838649153709412,6.852015495300293,0.2063133716583252,2.6552317142486572
2,74,3.147806406021118,,,,,,
3,99,,2.4973621368408203,,,,,
3,99,,,4.700809001922607,0.23052726686000824,6.173995018005371,0.201564759016037,2.4590022563934326
3,99,2.7910876274108887,,,,,,
4,124,,,5.218036651611328,0.2687411606311798,6.446989059448242,0.22888119518756866,2.514970302581787
4,124,2.621706247329712,,,,,,
5,149,,2.5383355617523193,,,,,
5,149,,,5.1465959548950195,0.2659774720668793,6.403059005737305,0.22907555103302002,2.6285810470581055
5,149,2.452812910079956,,,,,,
6,174,,,3.981480121612549,0.17206846177577972,5.587381839752197,0.16611281037330627,2.2869107723236084
6,174,2.4088470935821533,,,,,,
7,199,,2.717067003250122,,,,,
7,199,,,4.4726152420043945,0.20323961973190308,5.912614345550537,0.18562740087509155,2.344477653503418
7,199,2.3452513217926025,,,,,,
8,224,,,3.9505746364593506,0.17173822224140167,5.703842639923096,0.16770008206367493,2.1997334957122803
8,224,2.2461435794830322,,,,,,
9,249,,1.6859803199768066,,,,,
9,249,,,4.103103160858154,0.17888420820236206,5.898226261138916,0.1750023514032364,2.2747089862823486
9,249,2.195815086364746,,,,,,
10,274,,,4.489901065826416,0.21824511885643005,5.851126194000244,0.19670675694942474,2.40295672416687
10,274,2.20701003074646,,,,,,
11,299,,1.9481874704360962,,,,,
11,299,,,4.596372127532959,0.22447718679904938,6.003840446472168,0.2011241465806961,2.4333224296569824
11,299,2.2149064540863037,,,,,,
12,324,,,3.9987189769744873,0.1592872589826584,6.067698955535889,0.16707701981067657,2.2097835540771484
12,324,2.1674365997314453,,,,,,
13,349,,2.005129098892212,,,,,
13,349,,,4.042486667633057,0.18426968157291412,5.610164642333984,0.1729174703359604,2.297701597213745
13,349,2.1000993251800537,,,,,,
14,374,,,3.8901710510253906,0.16456803679466248,5.662923336029053,0.16317357122898102,2.2310831546783447
14,374,2.049201011657715,,,,,,
15,399,,2.2417259216308594,,,,,
15,399,,,4.053111553192139,0.18401631712913513,5.6737589836120605,0.17416436970233917,2.2969303131103516
15,399,1.9844573736190796,,,,,,
16,424,,,4.071869850158691,0.18620407581329346,5.680350303649902,0.1751672774553299,2.3106276988983154
16,424,1.9440019130706787,,,,,,
17,449,,1.8464595079421997,,,,,
17,449,,,4.047946929931641,0.1837323009967804,5.671335220336914,0.1736365556716919,2.287444591522217
17,449,1.9356656074523926,,,,,,
18,474,,,4.112314701080322,0.18852968513965607,5.700732231140137,0.1771828830242157,2.3056797981262207
18,474,1.9268091917037964,,,,,,
19,499,,2.2992093563079834,,,,,
19,499,,,4.045146942138672,0.18248866498470306,5.672688007354736,0.17312467098236084,2.2936415672302246
19,499,1.9206132888793945,,,,,,
20,524,,,4.083555698394775,0.18492209911346436,5.6907877922058105,0.17471717298030853,2.3242456912994385
20,524,1.9015846252441406,,,,,,
21,549,,2.0363388061523438,,,,,
21,549,,,4.157236099243164,0.19075481593608856,5.741220951080322,0.1791222095489502,2.3327291011810303
21,549,1.9199326038360596,,,,,,
22,574,,,3.934542179107666,0.17021018266677856,5.714137554168701,0.16679449379444122,2.250777244567871
22,574,1.9088243246078491,,,,,,
23,599,,1.4163763523101807,,,,,
23,599,,,4.111327648162842,0.1872456669807434,5.731701374053955,0.17687386274337769,2.3018975257873535
23,599,1.901399850845337,,,,,,
24,624,,,3.9745962619781494,0.17288842797279358,5.754487991333008,0.1687087118625641,2.2744061946868896
24,624,1.914049506187439,,,,,,
25,649,,1.731770634651184,,,,,
25,649,,,4.097909927368164,0.18481285870075226,5.724611282348633,0.17527934908866882,2.2848637104034424
25,649,1.9268428087234497,,,,,,
26,674,,,4.05253791809082,0.1809815764427185,5.716732978820801,0.17294354736804962,2.276146411895752
26,674,1.8916875123977661,,,,,,
27,699,,2.1234774589538574,,,,,
27,699,,,4.016558647155762,0.1776856631040573,5.716330051422119,0.17096997797489166,2.269294261932373
27,699,1.8940918445587158,,,,,,
28,724,,,4.024953365325928,0.17851868271827698,5.717867374420166,0.17148669064044952,2.271301507949829
28,724,1.889880657196045,,,,,,
