epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,14,,,3.9479880332946777,0.3935350477695465,4.545766353607178,0.33477696776390076,2.3801066875457764
0,14,2.6433846950531006,,,,,,
1,29,,,3.3278064727783203,0.3300878405570984,3.8659586906433105,0.2892368733882904,2.1720523834228516
1,29,2.2000346183776855,,,,,,
2,44,,,3.4618372917175293,0.3554765582084656,3.9945037364959717,0.3010922074317932,2.2544713020324707
2,44,2.0776009559631348,,,,,,
3,49,,1.9879966974258423,,,,,
3,59,,,3.3769891262054443,0.30204594135284424,4.065017223358154,0.28959009051322937,2.0665202140808105
3,59,1.9934051036834717,,,,,,
4,74,,,3.5746569633483887,0.40259379148483276,4.164239883422852,0.31001606583595276,2.2374114990234375
4,74,1.943471908569336,,,,,,
5,89,,,3.2805047035217285,0.3422481119632721,3.8364598751068115,0.28537553548812866,2.075242519378662
5,89,1.9191232919692993,,,,,,
6,99,,1.9193036556243896,,,,,
6,104,,,3.0501229763031006,0.30828383564949036,3.534691333770752,0.2672896087169647,1.7386749982833862
6,104,1.8455137014389038,,,,,,
7,119,,,2.9661102294921875,0.2609490156173706,3.628406047821045,0.25602641701698303,1.703678011894226
7,119,1.8669993877410889,,,,,,
8,134,,,2.8788716793060303,0.2818394601345062,3.3849852085113525,0.2544407546520233,1.6929301023483276
8,134,1.8342827558517456,,,,,,
9,149,,2.0907974243164062,,,,,
9,149,,,2.909287452697754,0.2984657287597656,3.3744542598724365,0.25870436429977417,1.5564827919006348
9,149,1.7823569774627686,,,,,,
10,164,,,2.8925442695617676,0.2846684157848358,3.4046237468719482,0.25526219606399536,1.7888299226760864
10,164,1.7317111492156982,,,,,,
11,179,,,3.000483751296997,0.2741081416606903,3.629479169845581,0.26073116064071655,1.8716918230056763
11,179,1.74561607837677,,,,,,
12,194,,,3.2385807037353516,0.34139683842658997,3.7458012104034424,0.2841011583805084,2.013657569885254
12,194,1.7237451076507568,,,,,,
13,199,,1.7640049457550049,,,,,
13,209,,,3.054783582687378,0.2996412515640259,3.630279302597046,0.26983919739723206,1.8289369344711304
13,209,1.7530326843261719,,,,,,
14,224,,,2.9283711910247803,0.2972898781299591,3.439140558242798,0.25963789224624634,1.8856213092803955
14,224,1.6399867534637451,,,,,,
15,239,,,2.9073476791381836,0.2966401278972626,3.430980920791626,0.2575385868549347,1.8463444709777832
15,239,1.6260312795639038,,,,,,
16,249,,1.5964616537094116,,,,,
16,254,,,2.8846776485443115,0.2912900745868683,3.4112372398376465,0.2558371424674988,1.857391119003296
16,254,1.5607473850250244,,,,,,
17,269,,,2.8856632709503174,0.2877197563648224,3.3842966556549072,0.2551349699497223,1.8826090097427368
17,269,1.5218186378479004,,,,,,
18,284,,,2.971346855163574,0.302922785282135,3.4621739387512207,0.26206526160240173,1.9252499341964722
18,284,1.5111854076385498,,,,,,
19,299,,1.216854453086853,,,,,
19,299,,,2.918900966644287,0.2848113477230072,3.445993661880493,0.2567475736141205,1.9407742023468018
19,299,1.4921187162399292,,,,,,
20,314,,,3.007575511932373,0.3060673773288727,3.5066282749176025,0.26498281955718994,1.9967299699783325
20,314,1.4835705757141113,,,,,,
21,329,,,3.0036439895629883,0.2992686927318573,3.5239171981811523,0.26356711983680725,2.0206027030944824
21,329,1.455414056777954,,,,,,
22,344,,,3.0588219165802,0.3118503987789154,3.5641534328460693,0.26883646845817566,1.9770642518997192
22,344,1.4532757997512817,,,,,,
23,349,,1.4419162273406982,,,,,
23,359,,,3.0643532276153564,0.3110964298248291,3.581252336502075,0.26877933740615845,2.0142037868499756
23,359,1.4386554956436157,,,,,,
24,374,,,3.0508570671081543,0.3089081048965454,3.5649003982543945,0.26774075627326965,2.0116395950317383
24,374,1.460192322731018,,,,,,
25,389,,,3.0462563037872314,0.3083478808403015,3.55786395072937,0.2678409814834595,2.0391812324523926
25,389,1.4385650157928467,,,,,,
26,399,,1.3478938341140747,,,,,
26,404,,,3.0889267921447754,0.3155862092971802,3.5974042415618896,0.2708694636821747,2.0510897636413574
26,404,1.4191421270370483,,,,,,
27,419,,,3.0847413539886475,0.31500500440597534,3.592491388320923,0.270630806684494,2.0446815490722656
27,419,1.4321949481964111,,,,,,
28,434,,,3.0828657150268555,0.3146001994609833,3.589885950088501,0.27059173583984375,2.0454351902008057
28,434,1.4358423948287964,,,,,,
29,449,,1.5056135654449463,,,,,
29,449,,,3.089179277420044,0.3156178593635559,3.596158504486084,0.2711620628833771,2.052417039871216
29,449,1.4020346403121948,,,,,,
