Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2017-06-09,118.0,1.4,28.6,85.7,34.9,1002.1,0.8,,9.0
2017-06-14,274.0,2.8,30.5,60.7,34.1,1004.8,0.0,,13.0
2017-06-21,229.0,3.4,30.2,67.5,34.9,1002.4,0.0,,6.0
2017-06-29,251.0,2.8,30.4,65.1,34.8,1002.2,0.0,,10.0
2017-07-20,259.0,2.3,26.9,83.1,29.7,1002.5,0.0,,6.0
2017-07-31,246.0,3.3,31.3,59.6,35.4,1001.7,0.0,,18.0
2017-08-09,263.0,2.5,29.1,70.3,33.0,1004.7,0.0,,8.0
2017-08-18,271.0,2.6,28.5,70.2,31.8,1002.9,0.0,,6.0
2017-09-13,259.0,2.6,29.9,68.0,34.3,1003.9,0.0,,11.0
2017-09-14,276.0,2.8,31.1,67.6,37.2,1000.8,0.0,,8.0
2017-09-19,266.0,2.9,31.1,63.3,35.9,1004.0,0.0,,7.0
2017-09-22,280.0,2.2,28.6,78.8,33.4,1002.7,0.0,,7.0
2017-10-31,316.0,3.0,24.8,70.1,25.8,1009.8,3.8,,42.0
2017-11-04,46.0,2.9,27.4,52.4,28.0,1006.4,0.0,,47.0
2017-11-29,211.0,2.0,27.4,69.6,29.4,1007.0,0.0,,23.0
2017-12-19,85.0,1.4,17.0,57.9,26.5,1015.1,0.0,,19.0
2017-12-27,26.0,1.6,20.1,95.3,16.9,1009.5,12.2,,15.0
2017-12-31,8.0,2.0,24.8,70.1,25.7,1008.0,0.0,,19.0
2018-01-20,148.0,2.0,27.2,60.3,28.3,1005.0,0.0,,58.0
2018-02-16,207.0,2.9,30.4,56.5,32.8,1005.9,0.0,,56.0
2018-03-04,246.0,1.5,27.1,71.6,29.2,1004.4,0.0,,39.0
2018-03-29,217.0,2.9,31.1,55.5,34.0,1004.7,0.0,,35.0
2018-03-30,199.0,3.0,31.1,61.8,35.4,1004.7,0.0,,42.0
2018-04-11,197.0,3.3,31.2,60.0,35.3,1004.5,0.0,,34.0
2018-04-17,5.0,1.9,27.1,81.2,30.2,1008.0,0.2,,19.0
2018-04-18,119.0,2.2,28.5,71.5,32.0,1006.3,0.0,,25.0
2018-04-24,190.0,3.6,32.2,61.0,38.0,1003.9,14.0,,32.0
2018-11-02,48.0,2.1,25.4,64.8,26.4,1009.9,0.0,,39.0
2018-11-05,33.0,1.9,28.0,66.9,30.3,1008.0,0.0,,37.0
2019-02-14,117.0,2.5,29.0,65.7,32.1,1009.8,1.0,,65.0
2019-04-05,197.0,2.9,30.0,66.4,34.1,1007.3,0.6,,32.0
2019-04-12,192.0,3.0,33.0,58.0,38.9,1004.1,0.0,,32.0
2019-04-15,218.0,3.2,31.7,63.2,37.3,1005.8,0.0,,22.0
2019-05-06,265.0,4.8,32.9,53.8,37.1,1002.7,0.0,,24.0
2019-05-17,258.0,3.9,32.1,57.4,36.5,1003.9,0.0,,24.0
2019-05-20,254.0,3.5,31.8,62.5,37.3,1004.5,7.0,,17.0
2019-06-02,222.0,2.8,29.0,79.0,34.6,1004.8,21.2,,5.0
2019-06-12,222.0,2.5,29.4,72.7,34.3,1003.5,0.0,,10.0
2019-06-13,222.0,2.9,30.1,69.8,35.3,1003.5,0.4,,9.0
2019-06-19,236.0,2.3,28.9,73.0,33.0,1004.1,0.0,,11.0
2019-06-27,235.0,3.1,27.5,78.9,30.8,1003.3,3.2,,6.0
2019-07-04,256.0,2.1,26.2,84.6,28.2,1004.1,4.4,,7.0
2019-07-05,281.0,1.9,26.8,83.0,29.6,1004.7,0.6,,9.0
2019-07-12,278.0,3.7,31.6,59.6,36.1,1006.3,0.0,,12.0
2019-07-30,287.0,4.2,29.5,59.9,31.8,1002.5,0.0,,9.0
2019-08-05,228.0,2.7,27.3,82.3,30.8,1000.4,5.2,,9.0
2019-08-08,261.0,2.3,26.8,83.9,29.7,1000.1,3.8,,6.0
2019-08-09,273.0,3.2,29.0,71.7,32.9,997.9,0.0,,7.0
2019-08-12,202.0,1.8,28.0,79.7,32.0,1002.1,0.4,,8.0
2019-08-16,267.0,3.5,30.4,67.4,35.4,1001.4,0.0,,13.0
2019-08-19,282.0,2.7,28.7,74.5,32.8,1003.0,0.4,,8.0
2019-08-26,260.0,2.7,26.4,83.0,28.7,1002.2,3.4,,5.0
2019-09-02,243.0,2.9,26.9,81.5,29.6,1002.5,0.8,,6.0
2019-09-03,260.0,2.8,26.9,82.1,29.6,1001.9,5.4,,7.0
2019-09-04,259.0,2.0,27.4,77.3,30.4,1002.1,0.2,,6.0
2019-09-05,235.0,2.7,27.5,78.4,30.7,1002.7,0.2,,6.0
2019-09-06,247.0,3.1,28.9,69.1,32.4,1002.9,0.2,,7.0
2019-09-10,237.0,3.5,29.1,65.6,32.1,1005.3,0.0,,7.0
2019-09-13,274.0,4.6,30.0,62.9,33.4,1003.7,0.0,,6.0
2019-09-16,261.0,2.4,29.0,72.6,33.3,1001.9,0.0,,9.0
2019-09-19,348.0,2.2,27.9,80.3,31.9,1006.2,0.2,,11.0
2019-09-20,40.0,1.9,27.6,82.9,31.5,1005.4,2.6,,8.0
2019-09-23,55.0,1.7,24.4,94.3,24.1,1009.9,14.0,,20.0
2019-09-24,11.0,1.8,27.5,77.1,30.6,1008.6,0.2,,27.0
2019-11-15,277.0,2.0,26.7,69.0,28.4,1006.7,0.0,,22.0
2019-11-16,197.0,2.1,27.6,67.4,29.5,1006.5,0.0,,30.0
2019-11-18,192.0,1.9,28.5,65.6,31.0,1006.0,0.0,,30.0
