Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2023-11-01,23.0,4.3,27.3,76.4,30.0,993.9,0.0,,15.4
2023-11-02,8.0,2.4,27.9,76.1,31.2,992.4,0.0,,17.9
2023-11-03,351.0,1.8,28.9,75.8,33.7,990.4,0.0,,16.1
2023-11-04,269.0,1.7,28.4,84.7,34.1,990.9,2.8,,17.1
2023-11-05,277.0,2.0,28.0,83.6,32.5,992.0,0.0,,12.5
2023-11-06,17.0,2.6,28.7,79.4,33.7,992.1,4.0,,8.3
2023-11-07,21.0,1.9,27.1,89.1,30.9,992.2,27.0,,7.8
2023-11-08,42.0,1.9,29.0,79.0,34.6,991.4,0.0,,11.2
2023-11-09,181.0,1.6,27.2,90.3,31.4,992.4,39.4,,10.8
2023-11-10,155.0,1.4,27.1,91.0,31.3,993.4,15.8,,13.2
2023-11-11,16.0,2.2,28.2,84.0,33.2,993.6,0.2,,9.1
2023-11-12,42.0,3.1,29.0,76.3,34.0,993.6,0.0,,11.2
2023-11-13,34.0,4.0,28.6,74.8,32.7,994.4,0.0,,9.0
2023-11-14,34.0,5.5,27.2,74.3,29.5,995.3,0.0,,5.0
2023-11-15,29.0,4.3,26.9,78.2,29.4,995.9,0.0,,6.6
2023-11-16,35.0,7.8,26.5,69.0,28.0,997.6,0.0,,9.6
2023-11-17,28.0,6.2,22.8,65.2,24.4,998.7,0.0,,19.5
2023-11-18,23.0,4.7,23.0,67.2,24.3,997.4,0.0,,27.6
2023-11-19,21.0,3.9,23.0,71.0,24.0,996.1,0.0,,29.9
2023-11-20,20.0,3.5,24.3,71.6,25.2,995.0,0.0,,30.0
2023-11-21,28.0,2.7,25.3,72.9,26.3,993.0,0.0,,38.1
2023-11-22,13.0,2.1,25.8,70.9,27.1,992.0,0.0,,28.7
2023-11-23,21.0,3.5,26.7,73.6,28.6,992.2,0.0,,27.6
2023-11-24,26.0,5.4,26.1,66.6,27.3,993.7,0.0,,19.6
2023-11-25,13.0,4.0,26.5,67.6,27.9,994.1,0.0,,27.1
2023-11-26,27.0,4.6,27.1,73.3,29.3,994.2,0.0,,17.4
2023-11-27,31.0,6.0,26.4,65.0,27.6,994.2,0.0,,19.6
2023-11-28,30.0,4.6,25.1,66.9,26.1,993.7,0.0,,30.6
2023-11-29,8.0,2.6,26.2,70.4,27.6,993.8,0.0,,27.6
2023-11-30,22.0,3.5,27.9,72.3,30.8,993.8,0.0,,19.2
2023-12-01,33.0,4.3,28.4,71.8,31.8,993.1,0.0,,7.5
2023-12-02,25.0,4.4,27.8,73.0,30.7,993.7,0.0,,6.8
2023-12-03,31.0,4.9,28.1,69.9,30.9,993.5,0.0,,7.2
2023-12-04,44.0,3.0,27.5,73.1,30.0,992.9,0.0,,12.8
2023-12-05,53.0,2.1,27.9,77.7,31.6,992.7,0.0,,11.3
2023-12-06,39.0,3.9,28.5,68.1,31.3,993.3,0.0,,13.4
2023-12-07,38.0,3.8,25.9,70.8,27.2,994.1,0.0,,11.9
2023-12-08,187.0,1.3,26.5,74.7,28.3,993.1,0.0,,26.3
2023-12-09,181.0,0.9,27.6,73.2,30.3,991.3,0.0,,41.9
2023-12-10,153.0,1.3,28.4,73.5,32.0,990.5,0.0,,34.0
2023-12-11,100.0,1.6,28.9,70.7,32.6,991.5,0.0,,27.1
2023-12-12,46.0,3.2,28.4,68.5,31.3,992.2,0.0,,27.6
2023-12-13,56.0,2.8,27.6,71.4,30.0,994.1,0.0,,17.1
2023-12-14,34.0,1.6,27.9,70.0,30.5,993.9,0.0,,19.0
2023-12-15,52.0,1.5,28.2,70.7,31.2,992.9,0.0,,24.0
2023-12-16,36.0,3.4,28.1,68.2,30.6,993.3,0.0,,25.8
2023-12-17,32.0,5.3,26.0,68.5,27.2,994.9,0.0,,8.5
2023-12-18,16.0,2.9,25.8,72.0,27.1,995.2,0.0,,10.2
2023-12-19,23.0,3.7,26.5,69.8,28.1,994.8,0.0,,11.0
2023-12-20,32.0,5.5,24.5,67.8,25.5,995.4,0.0,,6.1
2023-12-21,24.0,6.4,22.0,65.8,24.0,997.9,0.0,,8.7
2023-12-22,24.0,6.8,19.2,64.8,24.2,1000.5,0.0,,16.2
2023-12-23,17.0,5.8,20.0,63.2,24.2,1000.5,0.0,,21.1
2023-12-24,20.0,6.3,20.4,61.6,24.3,1000.8,0.0,,22.3
2023-12-25,21.0,5.1,21.2,60.5,24.3,999.4,0.0,,32.8
2023-12-26,26.0,3.2,22.5,69.1,23.9,998.9,0.0,,32.3
2023-12-27,24.0,3.6,24.4,69.5,25.3,997.6,0.0,,19.5
2023-12-28,14.0,2.6,25.9,69.3,27.2,995.8,0.0,,14.6
2023-12-29,23.0,2.7,26.6,70.4,28.2,994.5,0.0,,12.0
2023-12-30,11.0,2.2,27.1,71.1,29.1,993.6,0.0,,11.1
2023-12-31,29.0,3.0,27.5,69.6,29.6,993.5,0.0,,10.0
2024-01-01,30.0,2.8,26.9,67.6,28.5,993.5,0.0,,9.7
2024-01-02,31.0,3.0,27.2,60.4,28.4,993.4,0.0,,18.0
2024-01-03,40.0,3.6,27.3,63.5,28.8,993.1,0.0,,18.4
2024-01-04,44.0,3.1,25.7,68.6,26.8,994.4,0.0,,16.9
2024-01-05,39.0,3.0,25.7,63.6,26.7,994.6,0.0,,20.1
2024-01-06,33.0,3.0,25.6,66.6,26.6,994.8,0.0,,24.8
2024-01-07,43.0,2.2,25.6,69.9,26.7,994.6,0.0,,24.1
2024-01-08,67.0,1.8,26.1,69.9,27.4,993.7,0.0,,27.4
2024-01-09,87.0,2.1,24.2,75.7,24.9,992.7,0.0,,34.3
2024-01-10,68.0,3.3,28.0,62.5,29.7,992.1,0.0,,30.8
2024-01-11,107.0,2.6,28.2,66.7,30.7,992.7,0.0,,31.8
2024-01-12,104.0,3.0,28.3,66.2,30.7,992.3,0.0,,38.9
2024-01-13,50.0,3.1,27.1,66.0,28.7,993.5,0.0,,29.4
2024-01-14,32.0,3.0,25.9,67.2,27.0,994.6,0.0,,23.6
2024-01-15,36.0,3.4,25.6,65.6,26.6,994.3,0.0,,21.7
2024-01-16,56.0,3.0,24.8,67.6,25.8,994.3,0.0,,23.8
2024-01-17,37.0,2.3,26.0,65.4,27.1,993.6,0.0,,26.1
2024-01-18,71.0,2.2,25.7,64.8,26.7,992.9,0.0,,28.5
2024-01-19,74.0,1.9,26.4,61.2,27.5,992.2,0.0,,32.8
2024-01-20,58.0,1.9,27.7,53.7,28.5,992.5,0.0,,36.6
2024-01-21,126.0,2.1,27.3,63.3,28.7,993.2,0.0,,47.9
2024-01-22,69.0,4.4,27.3,59.9,28.5,994.7,0.0,,54.8
2024-01-23,28.0,5.2,23.0,62.2,24.6,997.5,0.0,,12.8
2024-01-24,14.0,4.3,23.4,60.5,24.9,998.3,0.0,,11.1
2024-01-25,8.0,3.7,23.0,63.8,24.5,999.8,0.0,,11.2
2024-01-26,49.0,3.6,24.5,64.1,25.6,999.1,0.0,,16.0
2024-01-27,34.0,3.5,25.0,65.3,26.0,997.8,0.0,,23.7
2024-01-28,38.0,3.5,23.8,67.7,24.8,998.5,0.0,,22.1
2024-01-29,2.0,2.0,24.4,67.9,25.3,997.2,0.0,,21.0
2024-01-30,23.0,1.8,26.8,65.9,28.2,995.8,0.0,,39.4
2024-01-31,154.0,1.4,27.8,66.8,29.8,994.6,0.0,,54.5
2024-02-01,179.0,1.6,28.6,68.4,31.6,994.0,0.0,,74.6
2024-02-02,193.0,2.0,28.7,71.6,32.3,993.6,0.0,,66.8
2024-02-03,189.0,2.5,29.7,70.2,34.3,993.2,0.0,,52.8
2024-02-04,201.0,2.0,30.0,67.8,34.4,993.6,0.0,,47.2
2024-02-05,204.0,2.1,30.1,61.5,33.3,993.6,0.0,,48.9
2024-02-06,196.0,2.5,30.3,63.5,34.2,993.3,0.0,,53.1
2024-02-07,208.0,2.6,30.0,63.4,33.6,991.8,0.0,,49.1
2024-02-08,187.0,2.0,29.4,66.7,33.0,991.6,0.0,,49.2
2024-02-09,80.0,5.2,27.6,68.0,29.6,995.4,0.0,,43.0
2024-02-10,28.0,5.2,23.5,62.7,24.9,999.6,0.0,,17.4
2024-02-11,24.0,4.2,23.6,60.7,25.0,1000.2,0.0,,30.3
2024-02-12,36.0,3.1,24.2,62.9,25.3,998.6,0.0,,34.7
2024-02-13,10.0,2.4,26.0,60.9,26.9,996.1,0.0,,45.6
2024-02-14,62.0,2.2,27.4,58.8,28.5,994.5,0.0,,53.3
2024-02-15,50.0,3.6,29.1,50.8,29.9,994.5,0.0,,57.6
2024-02-16,48.0,3.8,27.9,58.7,29.1,993.9,0.0,,37.8
2024-02-17,161.0,2.6,28.7,65.5,31.4,992.2,0.0,,53.8
2024-02-18,190.0,3.2,30.2,60.8,33.4,992.1,0.0,,42.6
2024-02-19,189.0,3.3,30.4,62.5,34.2,991.7,0.0,,41.1
2024-02-20,177.0,3.4,31.0,62.4,35.5,991.0,0.0,,33.8
2024-02-21,171.0,3.5,30.8,64.8,35.7,991.0,0.0,,32.3
2024-02-22,172.0,2.7,31.3,62.3,36.2,992.1,0.0,,31.8
2024-02-23,150.0,2.7,30.8,65.3,35.8,992.5,0.0,,43.1
2024-02-24,100.0,3.3,30.4,62.7,34.2,993.1,0.0,,44.0
2024-02-25,65.0,4.1,29.2,61.2,31.6,993.4,0.0,,44.8
