Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2022-07-14,164.0,2.6,28.7,78.0,33.6,1000.4,0.0,,9.0
2022-08-10,186.0,2.7,29.0,79.6,34.5,1000.9,0.6,,9.0
2022-09-05,159.0,3.0,28.0,86.4,33.2,1004.3,1.8,,11.0
2022-09-13,146.0,2.3,28.9,82.8,35.2,1005.7,0.0,,15.0
2022-10-05,21.0,1.9,27.5,88.9,32.0,1006.3,8.8,,13.0
2022-10-06,44.0,1.8,27.6,87.4,32.2,1006.6,7.6,,13.0
2022-10-07,20.0,1.8,27.1,89.7,30.9,1006.8,0.4,,12.0
2022-10-08,15.0,2.0,28.0,87.5,33.2,1006.9,4.4,,13.0
2022-10-10,59.0,4.4,27.5,79.5,30.9,1008.4,4.8,,7.0
2022-10-13,58.0,2.5,27.8,70.2,30.3,1005.9,0.0,,22.0
2022-10-23,26.0,2.7,28.7,69.5,32.0,1007.6,0.0,,22.0
2022-11-10,1.0,2.7,28.0,66.7,30.2,1007.6,0.0,,24.0
2022-11-18,351.0,1.2,26.5,92.5,29.7,1006.2,50.0,,25.0
2022-11-29,29.0,1.5,28.6,83.8,34.4,1006.0,0.0,,26.0
2022-11-30,338.0,2.3,27.3,88.1,31.5,1006.0,23.4,,23.0
2022-12-14,48.0,4.6,23.4,57.0,25.0,1009.5,0.0,,31.0
2022-12-17,54.0,7.3,25.2,61.3,26.1,1009.1,0.0,,26.0
2022-12-18,45.0,7.1,22.4,49.1,25.0,1012.5,0.0,,27.0
2023-01-11,58.0,1.8,25.7,78.9,27.0,1007.0,0.0,,20.0
2023-01-13,154.0,2.1,27.2,78.6,30.1,1007.6,0.0,,38.0
2023-02-01,145.0,1.5,25.7,54.5,26.5,1007.9,0.0,,75.0
2023-02-02,8.0,1.2,25.4,63.9,26.4,1008.1,0.0,,95.0
2023-02-03,344.0,1.4,27.8,75.7,31.0,1005.6,0.0,,90.0
2023-02-04,116.0,1.6,26.6,82.9,29.0,1006.0,12.3,,48.0
2023-02-05,7.0,1.4,26.9,86.2,30.1,1005.6,0.0,,28.0
2023-02-06,158.0,2.8,28.8,77.0,33.6,1004.9,0.0,,36.0
2023-02-07,170.0,3.2,28.5,77.5,32.9,1005.7,0.0,,28.0
2023-02-08,177.0,2.9,29.0,75.7,33.9,1005.1,0.0,,31.0
2023-02-09,165.0,3.3,28.8,78.7,34.0,1005.6,0.0,,28.0
2023-02-10,165.0,3.4,28.9,77.0,33.9,1005.9,0.0,,22.0
2023-02-11,168.0,3.8,29.2,75.6,34.2,1005.7,0.0,,23.0
2023-02-12,159.0,3.8,29.4,75.4,34.8,1006.0,0.0,,26.0
2023-02-13,164.0,3.5,29.1,77.0,34.4,1006.0,0.0,,28.0
2023-02-14,177.0,2.4,29.8,74.1,35.5,1005.4,0.0,,36.0
2023-02-15,96.0,3.7,26.9,73.2,29.0,1008.7,0.0,,36.0
2023-02-16,55.0,5.2,28.1,55.1,29.1,1009.9,0.0,,20.0
2023-02-17,4.0,2.7,24.7,68.2,25.7,1010.0,0.0,,30.0
2023-02-18,330.0,2.7,26.6,63.6,27.8,1008.1,0.0,,41.0
2023-02-19,357.0,3.3,28.9,59.8,30.9,1007.0,0.0,,56.0
2023-02-20,59.0,3.7,28.0,53.3,28.8,1008.1,0.0,,26.0
2023-02-21,12.0,3.1,28.3,58.4,29.7,1008.8,0.0,,37.0
2023-02-22,48.0,2.9,28.1,51.4,28.7,1008.1,0.0,,38.0
2023-02-23,358.0,2.1,27.7,58.4,28.8,1007.3,0.0,,43.0
2023-02-24,82.0,4.3,30.3,42.9,30.4,1007.8,0.0,,55.0
2023-02-25,60.0,6.6,27.7,47.5,27.9,1012.4,0.0,,32.0
2023-02-26,50.0,6.5,25.8,47.0,26.3,1014.5,0.0,,33.0
2023-02-27,38.0,4.1,25.6,46.7,26.2,1013.1,0.0,,35.0
2023-02-28,343.0,2.4,26.5,56.2,27.3,1011.4,0.0,,41.0
2023-03-01,13.0,2.4,28.7,54.9,29.8,1010.3,0.0,,61.0
2023-03-02,62.0,4.8,29.7,42.1,29.6,1010.5,0.0,,42.0
2023-03-03,53.0,3.5,27.9,49.5,28.3,1012.1,0.0,,44.0
2023-03-04,68.0,5.1,28.5,47.5,28.8,1012.5,0.0,,46.0
2023-03-05,53.0,3.8,28.1,49.2,28.5,1011.5,0.0,,39.0
2023-03-06,37.0,2.5,26.1,64.5,27.2,1010.1,0.0,,52.0
2023-03-07,156.0,2.0,28.1,60.5,29.7,1009.5,0.0,,72.0
2023-03-08,168.0,2.3,29.0,65.1,31.8,1008.5,0.0,,93.0
2023-03-09,101.0,2.4,29.5,62.9,32.4,1007.9,0.0,,86.0
2023-03-10,164.0,2.6,29.3,67.2,32.8,1007.2,0.0,,73.0
2023-03-11,172.0,3.1,29.5,76.0,35.2,1007.2,0.0,,74.0
2023-03-12,147.0,3.4,29.6,72.6,34.6,1007.8,0.0,,54.0
2023-03-13,34.0,4.3,27.6,60.1,29.0,1008.6,0.0,,42.0
2023-03-14,29.0,2.5,27.4,62.6,28.9,1006.5,0.0,,37.0
2023-03-15,173.0,2.8,29.5,66.4,33.1,1006.5,0.0,,58.0
2023-03-16,176.0,3.3,29.6,72.9,34.8,1007.5,0.0,,47.0
2023-03-17,181.0,3.4,29.5,74.1,34.7,1006.8,0.0,,38.0
2023-03-18,181.0,3.7,30.0,73.5,35.8,1005.4,0.0,,37.0
2023-03-19,178.0,3.8,29.6,75.8,35.4,1005.0,0.0,,36.0
2023-03-20,171.0,4.1,30.6,72.6,37.2,1004.2,0.0,,41.0
2023-03-21,175.0,4.4,30.5,74.1,37.5,1003.6,0.0,,38.0
2023-03-22,167.0,4.6,30.8,72.4,37.7,1002.4,0.0,,36.0
2023-03-23,168.0,4.7,30.8,71.2,37.5,1003.0,0.0,,33.0
2023-03-24,160.5,4.625,31.0,71.0,37.9,1003.4,0.0,,39.0
2023-03-25,153.0,4.550000000000001,30.9,72.8,38.3,1003.7,0.0,,39.0
2023-03-26,145.5,4.4750000000000005,27.9,86.0,32.9,1005.4,0.0,,31.0
2023-03-27,138.0,4.4,31.2,71.8,38.7,1003.8,0.0,,43.0
2023-04-12,164.0,5.3,32.1,73.2,42.0,1002.9,0.0,,57.0
2023-04-13,168.0,5.0,32.2,66.7,39.9,1002.8,0.0,,54.0
2023-04-14,166.0,4.5,32.0,67.9,39.7,1002.5,0.0,,68.0
2023-04-15,166.0,4.9,32.5,68.5,41.3,1001.7,0.0,,73.0
2023-04-16,158.0,5.3,30.6,74.8,38.0,1003.0,0.0,,61.0
2023-04-17,163.0,4.5,31.8,67.7,39.1,1003.9,0.0,,66.0
2023-04-18,172.0,6.0,34.7,62.7,45.3,1003.6,0.0,,65.0
2023-04-19,171.0,4.7,32.5,68.1,41.2,999.0,0.0,,57.0
2023-04-20,168.0,4.4,32.4,61.8,38.6,999.3,0.0,,66.0
2023-04-21,168.0,4.0,32.6,61.2,38.9,1000.1,0.0,,69.0
2023-04-22,166.0,4.3,32.7,63.5,40.1,1001.2,0.0,,74.0
2023-04-23,150.0,4.7,32.4,65.1,39.8,1003.8,0.0,,49.0
2023-04-24,156.0,2.8,32.8,59.8,39.0,1004.8,0.0,,45.0
2023-04-25,173.0,3.8,33.0,60.7,39.7,1003.5,0.0,,41.0
2023-04-26,158.0,2.5,28.4,81.3,33.4,1006.4,1.2,,25.0
2023-04-27,128.0,2.8,30.3,69.8,35.6,1006.6,0.0,,29.0
2023-04-28,164.0,3.7,32.1,67.7,39.8,1004.9,0.0,,36.0
2023-04-29,164.0,4.0,30.8,72.2,37.8,1003.0,5.0,,32.0
2023-04-30,126.0,3.7,28.9,79.3,34.4,1004.3,0.6,,20.0
2023-05-01,145.0,2.9,31.3,67.9,37.7,1004.3,0.0,,25.0
2023-05-02,147.0,3.5,30.6,71.2,36.9,1004.9,0.0,,23.0
2023-05-03,175.0,3.9,34.0,61.2,42.7,1004.9,0.0,,26.0
2023-05-04,163.0,4.7,33.0,68.0,42.5,1002.0,0.0,,26.0
2023-05-05,170.0,4.8,33.5,67.1,43.6,999.8,0.0,,29.0
2023-05-06,171.0,3.9,34.0,62.4,43.2,998.7,0.0,,33.0
2023-05-07,169.0,4.7,34.2,61.7,43.5,998.8,0.0,,33.0
2023-05-08,140.0,4.1,30.4,74.6,37.4,1001.6,0.0,,25.0
2023-05-09,153.0,3.0,30.8,73.5,38.2,1003.1,0.0,,23.0
2023-05-10,133.0,2.4,29.4,76.1,34.9,1004.7,0.0,,19.0
2023-05-11,131.0,2.3,30.0,75.9,36.5,1004.8,0.0,,25.0
2023-05-12,157.0,3.5,28.9,82.2,35.0,1005.1,0.2,,26.0
2023-05-13,152.0,3.5,30.6,74.5,37.9,1004.4,1.0,,19.0
2023-05-14,156.0,3.6,30.4,76.1,37.6,1004.3,0.8,,19.0
2023-05-15,166.0,3.4,30.8,71.4,37.5,1005.3,0.0,,29.0
2023-05-16,180.0,3.2,31.9,66.0,38.9,1005.6,0.2,,33.0
2023-05-17,187.0,2.7,32.4,63.3,39.1,1005.2,0.0,,34.0
2023-05-18,218.0,2.3,32.7,61.3,39.3,1003.9,0.0,,35.0
2023-05-19,177.0,2.7,32.9,59.2,39.0,1002.2,0.0,,36.0
2023-05-20,174.0,3.3,32.9,62.1,40.0,1002.6,0.0,,37.0
2023-05-21,175.0,4.1,32.9,63.4,40.5,1005.0,0.0,,33.0
2023-05-22,164.0,3.7,32.4,66.0,40.2,1005.6,0.0,,26.0
2023-05-23,166.0,3.7,29.6,80.5,36.5,1006.3,0.0,,25.0
2023-05-24,168.0,3.0,28.7,81.1,34.1,1004.9,0.0,,22.0
