Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2016-10-03,66.0,1.4,26.8,89.0,30.2,1004.9,36.4,10616,22.0
2016-10-04,141.0,1.7,27.8,85.4,32.4,1004.7,8.2,15072,21.0
2016-10-05,20.0,1.2,26.8,92.4,30.3,1004.4,46.8,9854,32.0
2016-10-06,321.0,2.0,27.0,87.4,30.4,1005.6,1.8,17440,24.0
2016-10-07,298.0,2.7,28.4,78.0,32.9,1006.6,0.4,19324,22.0
2016-10-08,279.0,2.4,27.1,85.8,30.6,1007.0,41.4,18094,20.0
2016-10-09,297.0,1.5,27.0,88.0,30.6,1006.3,1.2,14753,20.0
2016-10-10,292.0,2.2,28.1,81.9,32.6,1005.6,40.2,16792,22.0
2016-10-11,288.0,1.6,27.7,86.4,32.3,1005.3,15.6,13858,31.0
2016-10-12,316.0,1.9,27.1,89.1,30.9,1005.3,19.4,8188,35.0
2016-10-13,345.0,2.1,29.2,77.7,34.9,1004.5,0.0,11525,44.0
2016-10-14,64.0,1.8,29.6,75.2,35.2,1004.2,0.0,17208,41.0
2016-10-15,106.0,1.6,29.0,80.0,34.7,1004.5,0.0,15148,40.0
2016-10-16,356.0,1.5,26.1,93.5,28.5,1005.1,63.0,9675,27.0
2016-10-17,18.0,1.5,27.6,82.9,31.5,1004.5,0.0,14707,31.0
2016-10-18,68.0,1.2,28.0,82.8,32.7,1003.6,4.2,8703,47.0
2016-10-19,179.0,2.0,28.5,84.1,34.0,1003.2,0.0,18328,30.0
2016-10-20,203.0,2.5,29.3,78.0,35.1,1003.4,0.0,19647,16.0
2016-10-21,218.0,2.9,29.4,74.5,34.6,1005.1,0.0,19588,22.0
2016-10-22,257.0,2.6,28.9,74.0,33.4,1005.8,0.0,19822,25.0
2016-10-23,244.0,2.6,29.1,74.9,34.0,1005.2,0.0,17922,25.0
2016-10-24,182.0,2.4,28.2,74.0,31.6,1005.0,31.8,14191,34.0
2016-10-25,88.0,1.5,27.2,87.5,31.1,1006.2,1.4,10151,35.0
2016-10-26,88.0,2.4,26.6,91.4,29.8,1008.1,8.0,15305,30.0
2016-10-27,34.0,1.6,26.5,92.4,29.6,1011.1,9.8,10491,26.0
2016-10-28,310.0,2.3,27.0,77.0,29.4,1010.2,58.4,15092,33.0
2016-10-29,323.0,1.6,25.6,88.2,27.1,1010.6,23.8,12120,30.0
2016-10-30,52.0,2.2,26.1,88.3,28.3,1011.1,2.8,17328,25.0
2016-10-31,69.0,2.6,28.0,80.8,32.3,1011.1,0.0,19621,23.0
2016-11-01,80.0,2.9,28.1,78.5,32.0,1010.7,0.0,19868,22.0
2016-11-02,63.0,3.3,27.2,76.3,29.7,1011.5,31.2,15932,27.0
2016-11-03,49.0,1.7,26.6,77.0,28.6,1010.0,0.0,18806,30.0
2016-11-04,126.0,1.3,26.8,79.8,29.3,1007.9,0.0,11425,43.0
2016-11-05,156.0,1.3,28.0,80.0,32.0,1006.5,0.0,9407,66.0
2016-11-06,88.0,0.9,27.4,88.7,31.6,1007.0,46.8,4097,75.0
2016-11-07,159.0,1.3,26.6,91.1,29.8,1007.5,99.4,5002,62.0
2016-11-08,122.0,1.3,26.8,90.2,30.1,1009.0,3.6,11132,28.0
2016-11-09,88.0,1.4,27.2,90.4,31.5,1009.9,2.0,8196,32.0
2016-11-10,97.0,2.3,28.1,82.4,32.6,1010.0,0.0,18313,30.0
2016-11-11,60.0,2.2,28.3,74.9,32.0,1010.2,0.0,19049,26.0
2016-11-12,42.0,2.2,29.3,70.4,33.4,1009.9,0.0,19438,32.0
2016-11-13,63.0,2.0,28.0,79.4,32.0,1009.6,0.0,18475,25.0
2016-11-14,76.0,1.9,29.8,73.3,35.3,1008.2,1.2,18799,36.0
2016-11-15,66.0,2.2,29.2,74.9,34.3,1008.3,0.4,17927,32.0
2016-11-16,72.0,2.2,28.6,69.2,31.6,1008.7,0.0,17485,39.0
2016-11-17,23.0,2.5,29.3,60.0,31.6,1007.9,0.0,19219,36.0
2016-11-18,1.0,2.0,29.9,61.0,32.9,1006.2,0.0,19690,35.0
2016-11-19,61.0,2.1,28.0,72.2,30.9,1006.3,28.8,12486,34.0
2016-11-20,0.0,1.5,28.4,80.9,33.3,1006.1,0.0,15053,45.0
2016-11-21,337.0,1.8,29.2,70.8,33.3,1005.4,0.0,16369,51.0
2016-11-22,20.0,2.3,29.6,63.6,32.8,1005.9,0.0,18248,46.0
2016-11-23,69.0,2.0,28.4,80.8,33.2,1006.9,2.4,14235,48.0
2016-11-24,86.0,1.8,28.1,84.4,33.1,1006.9,4.0,12694,27.0
2016-11-25,48.0,1.6,27.9,87.4,32.9,1006.2,1.4,13547,36.0
2016-11-26,84.0,2.4,29.1,73.1,33.5,1006.9,0.0,19946,29.0
2016-11-27,81.0,2.8,27.6,69.8,29.9,1008.3,0.0,19804,21.0
2016-11-28,68.0,3.2,27.0,70.9,28.9,1010.1,0.0,18991,26.0
2016-11-29,56.0,2.4,27.2,67.6,29.0,1011.0,0.0,18397,32.0
2016-11-30,58.0,2.0,27.2,70.6,29.2,1012.2,0.0,15825,49.0
2016-12-01,40.0,3.2,27.6,60.9,28.9,1011.7,0.0,19549,33.0
2016-12-02,52.0,2.5,27.1,65.1,28.6,1011.1,0.0,19545,37.0
2016-12-03,37.0,2.4,27.9,66.2,30.0,1010.7,0.0,18424,38.0
2016-12-04,64.0,2.5,27.5,73.4,30.2,1009.2,0.0,18346,34.0
2016-12-05,65.0,2.9,27.5,71.4,29.8,1009.2,0.0,18423,31.0
2016-12-06,61.0,3.1,26.4,67.8,27.8,1009.9,0.0,16628,36.0
2016-12-07,58.0,2.1,26.4,67.5,27.7,1009.1,0.0,12267,53.0
2016-12-08,44.0,1.4,25.7,73.8,27.0,1007.9,0.0,11177,62.0
2016-12-09,78.0,1.8,26.5,68.2,27.9,1007.0,0.0,13084,62.0
2016-12-10,62.0,1.4,26.4,66.4,27.7,1007.5,0.0,12716,54.0
2016-12-11,352.0,2.3,27.5,57.8,28.5,1007.6,0.0,11609,67.0
2016-12-12,325.0,2.5,26.3,61.8,27.4,1007.5,0.0,13384,62.0
2016-12-13,330.0,2.2,27.9,55.1,28.8,1007.2,0.0,15258,61.0
2016-12-14,43.0,2.4,28.3,65.6,30.7,1007.6,0.0,17408,55.0
2016-12-15,48.0,4.1,27.7,66.6,29.6,1008.9,0.0,19962,28.0
2016-12-16,45.0,3.7,24.5,67.9,25.5,1012.0,0.0,19959,25.0
2016-12-17,35.0,2.5,25.2,64.8,26.2,1012.1,0.0,18709,34.0
2016-12-18,8.0,2.3,27.4,61.3,28.7,1010.8,0.0,16838,45.0
2016-12-19,357.0,2.0,28.8,61.6,30.9,1009.2,0.0,16704,52.0
2016-12-20,16.0,1.7,28.6,68.1,31.6,1008.2,0.0,14391,53.0
2016-12-21,61.0,1.9,29.7,65.9,33.3,1008.0,0.0,14020,66.0
2016-12-22,76.0,3.0,28.9,65.2,31.8,1008.3,0.0,19871,38.0
2016-12-23,71.0,3.1,28.6,66.6,31.3,1008.3,0.0,18337,29.0
2016-12-24,69.0,2.1,27.8,68.7,30.1,1008.4,0.0,18257,38.0
2016-12-25,20.0,1.7,28.8,67.4,31.8,1008.6,0.0,15351,50.0
2016-12-26,58.0,2.2,29.8,61.6,32.7,1008.2,0.0,16085,59.0
