Date,Wind Dir,Wind Speed,Temp.,Humi.,heatidx,Pres.,Prec.,Vis.,PM2.5
2018-11-20,91.0,0.6,26.8,75.1,28.9,985.2,0.0,,16.0
2019-01-05,18.0,1.0,24.1,69.8,25.0,986.2,0.0,,17.0
2019-01-06,75.0,0.6,24.9,73.0,25.8,985.4,0.0,,17.0
2019-01-11,29.0,0.8,24.9,77.7,25.8,984.2,0.0,,35.0
2019-01-18,46.0,0.8,23.5,71.4,24.4,984.3,0.0,,30.0
2019-03-07,104.0,0.8,28.3,42.9,28.1,979.8,0.0,,67.0
2019-03-22,65.0,0.6,27.7,40.2,27.4,979.6,0.0,,86.0
2019-03-23,38.0,0.6,27.3,45.0,27.4,979.2,0.0,,157.0
2019-04-05,203.0,0.6,30.9,46.3,31.8,980.4,0.0,,84.0
2019-04-18,190.0,1.0,33.0,39.2,33.6,977.0,0.0,,48.0
2019-05-06,185.0,2.1,33.4,42.7,35.0,974.7,0.0,,41.0
2019-05-24,147.0,2.2,29.9,63.9,33.5,976.9,1.0,,18.0
2019-06-07,165.0,1.6,30.5,62.9,34.5,978.7,0.0,,7.0
2019-06-12,97.0,1.4,27.5,77.9,30.6,978.2,3.8,,11.0
2019-06-20,170.0,1.8,29.6,64.1,32.8,979.4,0.0,,12.0
2019-07-09,174.0,2.4,28.8,62.0,31.1,979.4,0.0,,12.0
2019-07-15,176.0,2.4,30.0,56.7,32.3,976.4,0.0,,10.0
2019-07-20,173.0,2.1,32.8,52.7,36.6,977.3,0.0,,13.0
2019-08-01,160.0,1.7,26.1,85.8,28.0,976.9,17.8,,8.0
2019-08-02,173.0,2.5,27.2,71.7,29.4,977.0,1.6,,10.0
2019-09-19,39.0,1.1,24.9,91.5,25.4,983.2,22.0,,15.0
2019-11-19,52.0,0.7,24.8,70.2,25.8,985.4,0.0,,24.0
2019-12-08,56.0,0.8,16.1,59.3,27.2,991.7,0.0,,32.0
2019-12-16,67.0,0.5,20.9,69.8,23.2,986.4,0.0,,43.0
2019-12-27,111.0,0.7,23.2,71.7,24.1,984.5,0.0,,78.0
2020-01-20,90.0,0.9,25.4,64.0,26.4,986.4,0.0,,90.0
2020-01-21,106.0,0.8,25.5,65.3,26.5,986.9,0.0,,82.0
2020-01-29,129.0,0.5,20.0,53.3,25.0,985.4,0.0,,91.0
2020-02-06,154.0,0.9,24.5,53.9,25.7,984.5,0.0,,57.0
