epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,14,,,4.299235820770264,0.49793705344200134,5.067598819732666,0.35790902376174927,2.6363332271575928
0,14,3.4637370109558105,,,,,,
1,29,,,3.6832170486450195,0.4194328486919403,4.432762622833252,0.31505632400512695,1.8347220420837402
1,29,2.3008618354797363,,,,,,
2,44,,,2.9381585121154785,0.3324013948440552,3.465985059738159,0.2660829424858093,1.6050609350204468
2,44,2.0300416946411133,,,,,,
3,49,,1.7151000499725342,,,,,
3,59,,,2.861314296722412,0.31570249795913696,3.382713556289673,0.25873062014579773,1.6592901945114136
3,59,1.8710942268371582,,,,,,
4,74,,,2.3806962966918945,0.25577035546302795,2.854395866394043,0.22129125893115997,1.5474354028701782
4,74,1.7878352403640747,,,,,,
5,89,,,2.276454448699951,0.2436857521533966,2.7171497344970703,0.2112138271331787,1.4002588987350464
5,89,1.6988716125488281,,,,,,
6,99,,1.6976852416992188,,,,,
6,104,,,2.351910352706909,0.26328593492507935,2.8323111534118652,0.2201269268989563,1.4413093328475952
6,104,1.6896153688430786,,,,,,
7,119,,,2.24855637550354,0.23514197766780853,2.681349277496338,0.20725220441818237,1.3324979543685913
7,119,1.6966708898544312,,,,,,
8,134,,,2.188678741455078,0.21670129895210266,2.624559164047241,0.20031538605690002,1.3511228561401367
8,134,1.666332483291626,,,,,,
9,149,,1.6203010082244873,,,,,
9,149,,,2.1462349891662598,0.22745491564273834,2.589858293533325,0.2003423422574997,1.4146102666854858
9,149,1.6198573112487793,,,,,,
10,164,,,2.4002645015716553,0.270289808511734,2.873807430267334,0.22446006536483765,1.513929843902588
10,164,1.6302167177200317,,,,,,
11,179,,,2.195835590362549,0.22249354422092438,2.625365972518921,0.20000997185707092,1.3809608221054077
11,179,1.6284403800964355,,,,,,
12,194,,,2.18947434425354,0.24352306127548218,2.6426053047180176,0.20610985159873962,1.3844760656356812
12,194,1.594703197479248,,,,,,
13,199,,1.2698360681533813,,,,,
13,209,,,2.033517360687256,0.21872149407863617,2.4609334468841553,0.19078780710697174,1.2140008211135864
13,209,1.5680054426193237,,,,,,
