Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,46T,47T,72T(เก่า),72T(ใหม่),82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T(ใหม่),76T,86T,92T,42T,43T,44T,62T,63T,78T,80T,89T,93T
21/3/2021,24,21,25,26,21,21,22,30,26,26,24,38,27,19,19,32,28,24,21,27,21,33,23,28,38,35,30,28,12,34,59,50,56,N/A,61,93,44,N/A,N/A,28,16,15,16,16,22,11,24,33,28,37,21,56,60,66,56,70,62,38,68,197,117,60,61,46,65,63,60,54,N/A,21,34,16,16,15,14,11,15,N/A
22/3/2021,51,38,38,42,37,41,35,51,46,52,47,55,48,36,33,57,37,49,40,39,47,39,29,32,24,27,30,14,17,36,19,19,18,N/A,N/A,12,14,N/A,N/A,34,27,25,30,26,35,18,32,34,29,34,25,53,55,48,44,46,49,30,48,118,135,33,N/A,42,36,45,61,34,N/A,21,21,11,19,14,12,12,14,N/A
23/3/2021,42,37,37,38,36,35,34,49,41,42,39,46,42,37,34,57,37,36,31,41,57,33,33,25,24,24,37,16,23,24,29,23,20,N/A,33,18,28,N/A,N/A,30,25,30,30,28,30,11,26,22,15,26,25,40,36,32,28,33,32,27,34,64,109,31,26,29,32,41,39,26,N/A,25,22,15,13,16,10,12,15,N/A
24/3/2021,47,40,46,45,40,43,37,51,47,49,46,58,47,43,42,58,48,44,40,69,79,45,60,50,53,36,53,N/A,38,56,36,45,29,N/A,42,74,16,N/A,N/A,42,31,34,32,35,34,16,34,41,32,43,30,45,42,39,34,38,36,35,44,83,127,52,38,36,44,46,41,43,N/A,30,26,14,15,13,6,9,21,N/A
25/3/2021,37,34,40,40,33,33,32,45,39,38,40,54,39,32,31,49,39,38,32,46,37,N/A,39,55,59,49,52,30,24,58,48,55,39,N/A,42,70,32,N/A,N/A,43,33,29,33,30,35,23,36,50,48,51,31,57,59,47,39,44,44,56,53,90,125,62,45,45,53,53,34,60,N/A,27,18,13,19,15,7,9,9,N/A
26/3/2021,20,16,20,21,15,17,19,28,23,21,19,34,21,18,14,28,18,19,15,24,16,21,20,30,35,29,30,23,10,32,67,63,51,N/A,53,73,54,N/A,N/A,19,12,12,12,13,16,N/A,14,24,21,33,14,55,52,47,44,49,51,39,54,119,144,62,48,39,58,53,38,60,N/A,22,20,14,16,15,10,11,17,N/A
27/3/2021,16,12,17,16,17,12,17,26,19,17,15,31,N/A,11,14,27,17,15,12,23,12,20,13,23,29,21,21,18,8,30,72,45,53,N/A,50,127,71,N/A,N/A,23,13,12,13,13,15,17,15,24,18,30,16,63,64,50,46,48,49,37,59,132,132,64,49,44,57,56,37,55,N/A,20,19,12,12,13,10,7,21,N/A
28/3/2021,18,15,18,20,18,15,18,24,21,20,17,30,18,13,13,27,18,17,14,20,15,18,17,19,21,22,22,15,9,38,54,38,32,N/A,37,120,90,N/A,N/A,22,12,11,15,12,16,12,15,22,16,28,13,67,64,59,54,57,53,34,73,224,120,64,57,53,52,65,38,45,N/A,17,16,10,8,11,11,8,9,N/A
29/3/2021,18,14,19,24,18,14,18,23,20,20,17,29,20,12,14,26,17,17,12,22,16,18,18,16,23,20,22,17,11,31,42,34,38,N/A,31,76,69,N/A,N/A,22,10,11,11,12,15,N/A,16,21,14,24,11,68,73,55,49,57,51,27,74,251,89,47,48,53,49,66,50,50,N/A,18,13,12,9,12,10,N/A,9,N/A
30/3/2021,21,15,19,23,21,17,19,25,24,21,19,31,21,14,18,28,15,21,18,31,20,32,32,37,36,33,34,25,16,39,42,35,39,N/A,33,51,75,N/A,N/A,16,8,6,8,7,15,13,19,18,13,25,8,87,93,86,69,73,80,45,125,296,127,74,62,74,63,90,69,74,N/A,20,13,15,12,13,9,7,12,N/A
31/3/2021,28,20,25,28,24,23,21,32,28,27,25,41,26,19,21,33,22,26,21,36,26,29,42,39,35,33,35,33,17,55,53,37,53,N/A,42,50,71,N/A,N/A,20,13,11,11,12,17,17,18,22,13,31,10,87,97,90,74,79,78,68,111,414,82,98,76,79,87,88,72,110,N/A,18,13,12,10,14,14,8,10,N/A
1/4/2021,20,16,19,24,22,18,18,32,24,23,20,31,22,16,16,29,16,20,16,32,20,22,32,25,25,23,25,22,12,45,62,32,50,N/A,46,37,92,N/A,N/A,15,9,9,6,10,12,9,10,18,8,23,9,81,91,96,75,83,83,68,109,309,104,102,81,72,99,104,56,94,N/A,18,12,17,10,16,12,8,9,N/A
2/4/2021,10,6,11,11,11,7,14,21,13,10,8,18,13,8,6,20,11,8,7,16,7,13,N/A,18,18,11,17,10,5,31,35,17,55,N/A,35,29,63,N/A,N/A,11,5,5,7,8,9,7,6,13,7,18,8,98,111,108,83,92,87,33,164,347,117,94,80,74,80,96,67,72,N/A,14,16,17,8,13,11,9,4,N/A
3/4/2021,14,10,11,15,14,11,16,21,17,15,14,30,16,11,10,25,16,12,11,14,9,20,27,17,23,18,15,7,6,31,39,28,38,N/A,15,52,34,N/A,N/A,13,5,6,6,7,N/A,8,11,13,11,20,7,101,99,76,52,63,53,36,259,357,192,66,64,66,50,69,49,34,N/A,16,19,23,10,15,10,11,16,N/A
4/4/2021,17,12,8,16,14,11,16,20,18,18,17,22,18,10,13,29,16,13,11,16,15,18,21,12,21,13,14,6,8,16,37,22,18,N/A,6,38,28,N/A,N/A,12,7,6,9,9,11,12,11,18,7,20,13,86,76,63,44,51,59,22,156,106,190,53,66,48,42,59,42,18,N/A,22,24,19,13,13,10,15,17,N/A
5/4/2021,34,28,23,30,24,24,24,36,34,35,35,56,35,24,22,50,27,31,19,29,30,26,19,18,27,20,18,6,8,13,27,21,11,N/A,8,38,24,N/A,N/A,22,18,17,17,19,17,17,16,21,10,23,9,74,76,41,30,36,N/A,16,54,81,91,34,22,57,37,64,13,8,N/A,19,29,17,12,16,15,17,13,N/A
6/4/2021,31,27,23,27,23,20,24,35,29,31,36,61,29,23,23,48,36,29,22,31,41,29,20,21,43,24,21,11,9,14,36,29,22,N/A,N/A,48,22,N/A,N/A,30,17,21,17,17,20,22,21,38,19,40,14,17,N/A,13,11,11,15,22,12,18,17,11,6,11,15,15,12,8,N/A,19,21,12,14,14,11,10,16,N/A
7/4/2021,30,27,19,26,24,22,23,30,31,29,30,39,31,25,22,52,35,26,20,28,35,21,14,18,34,22,25,6,13,16,31,30,12,N/A,9,40,38,N/A,N/A,35,27,26,27,25,26,23,26,28,18,28,17,19,12,11,12,8,14,17,10,17,17,14,7,13,12,10,11,9,N/A,21,14,16,17,16,8,10,15,N/A
8/4/2021,32,32,22,26,25,22,23,34,31,32,31,50,34,27,23,51,32,23,17,35,29,24,17,30,39,29,18,7,10,20,27,34,10,N/A,10,61,42,N/A,N/A,30,22,23,23,21,24,26,24,30,20,33,17,21,14,17,11,12,17,25,15,28,24,16,14,18,15,14,12,16,N/A,19,19,21,17,17,9,17,21,N/A
9/4/2021,20,18,18,22,21,16,21,29,24,23,25,38,22,18,16,35,26,20,20,27,16,27,15,25,38,26,19,8,9,38,36,35,18,N/A,9,51,27,N/A,N/A,28,19,18,23,19,24,21,24,26,15,26,17,28,24,18,14,15,19,32,23,46,31,21,17,21,19,22,24,21,N/A,29,23,22,19,20,17,21,23,N/A
10/4/2021,26,26,22,24,28,25,24,32,30,27,34,50,29,24,22,46,33,29,24,33,15,30,20,36,47,35,23,N/A,8,53,34,39,24,N/A,9,37,13,N/A,N/A,26,25,20,26,23,25,23,27,21,23,28,21,25,20,15,12,15,19,28,22,50,37,27,24,27,18,17,19,22,N/A,28,28,24,24,23,22,24,21,N/A
11/4/2021,27,23,20,25,22,22,22,30,28,28,30,45,28,21,22,43,29,24,20,26,22,26,24,37,43,32,32,16,10,31,27,34,27,N/A,9,28,14,N/A,N/A,21,19,19,27,18,21,24,25,23,21,30,20,20,12,19,17,20,27,22,19,38,30,26,22,22,24,23,32,27,N/A,27,27,23,23,22,21,20,21,N/A
12/4/2021,27,21,26,24,23,21,22,28,28,30,27,56,29,20,20,40,28,21,17,26,27,21,21,26,29,26,22,9,11,36,37,32,29,N/A,8,36,22,N/A,N/A,22,19,17,23,21,18,18,22,19,16,28,14,23,16,23,23,23,31,23,22,34,42,27,21,15,28,29,23,26,N/A,26,23,16,21,17,18,15,22,N/A
13/4/2021,20,16,18,20,19,17,18,22,22,22,20,35,21,15,16,35,23,17,15,20,14,19,16,19,21,19,21,9,9,25,33,27,21,N/A,7,49,37,N/A,N/A,19,17,13,17,15,18,16,N/A,16,8,24,15,24,18,19,17,16,23,27,18,39,40,25,26,17,28,26,16,28,N/A,21,21,17,19,16,13,11,13,N/A
14/4/2021,16,11,16,15,15,12,16,19,17,17,15,32,17,13,12,28,20,13,12,17,16,19,15,22,19,18,14,4,8,19,29,25,18,N/A,8,28,39,N/A,N/A,22,16,13,15,15,14,18,15,17,11,26,13,26,22,22,18,20,25,25,18,37,66,22,27,19,22,16,22,19,N/A,20,N/A,16,13,14,11,8,8,N/A
15/4/2021,23,15,17,21,17,18,20,24,22,24,23,28,21,15,15,31,23,21,17,20,15,23,18,21,22,19,11,4,8,17,24,21,14,N/A,8,25,21,N/A,N/A,20,16,14,15,15,15,16,16,16,9,22,13,30,24,18,18,N/A,22,17,23,59,49,21,20,19,18,20,15,19,N/A,19,15,19,11,13,11,11,10,N/A
16/4/2021,18,14,17,17,18,14,17,20,18,20,16,21,18,15,12,27,19,14,12,19,16,16,12,15,24,19,12,11,8,16,25,23,20,N/A,8,32,25,N/A,N/A,20,11,13,12,12,14,14,16,22,8,26,11,35,31,24,20,19,28,20,28,66,79,24,27,25,23,23,12,33,N/A,21,15,21,16,16,11,16,11,N/A
17/4/2021,17,16,17,17,14,12,18,20,18,18,20,21,17,13,10,30,22,14,12,23,15,19,14,24,27,18,13,10,7,21,23,23,9,N/A,7,32,25,N/A,N/A,25,14,12,16,15,15,16,17,19,15,32,12,25,17,14,11,12,19,19,28,51,24,18,19,13,15,16,12,17,N/A,17,13,18,15,17,12,N/A,8,N/A
18/4/2021,17,11,18,14,14,12,17,20,17,16,21,17,15,12,10,25,16,16,12,20,15,18,11,17,27,23,10,8,7,22,28,24,8,N/A,7,31,17,N/A,N/A,23,11,8,12,10,11,13,11,21,12,20,11,14,5,10,8,6,13,19,20,42,18,11,7,4,11,11,12,11,N/A,17,12,13,13,13,12,6,6,N/A
19/4/2021,12,8,12,12,11,7,14,21,14,14,11,13,14,8,8,22,14,10,8,14,15,11,9,11,19,11,11,10,5,12,19,12,6,N/A,6,27,25,N/A,N/A,16,8,8,7,9,9,9,8,15,6,17,8,20,14,8,6,8,13,13,14,34,18,15,13,14,9,13,10,10,N/A,20,10,14,9,12,11,6,8,N/A
20/4/2021,15,9,14,14,13,9,15,19,17,15,14,17,14,9,9,22,15,10,10,21,11,22,8,12,32,12,11,8,4,15,21,15,9,N/A,6,14,27,N/A,N/A,14,8,4,6,6,N/A,N/A,8,14,8,17,7,28,22,14,12,11,20,16,21,46,27,22,17,18,16,16,18,20,N/A,17,12,14,9,12,8,5,9,N/A
21/4/2021,14,11,19,13,13,11,16,27,17,17,15,25,16,11,10,23,14,13,11,22,12,22,10,21,32,16,13,11,6,15,29,15,12,N/A,7,30,35,N/A,N/A,15,8,5,8,9,11,N/A,9,14,5,19,8,35,32,22,18,16,26,26,26,68,42,28,23,28,24,23,25,22,N/A,22,12,14,10,12,10,6,5,N/A
22/4/2021,27,15,26,22,17,18,19,37,23,28,23,27,22,20,18,30,19,21,19,32,22,26,15,23,36,23,17,15,9,21,34,20,20,N/A,7,36,40,N/A,N/A,13,13,13,13,12,16,15,14,21,6,N/A,10,46,41,37,27,27,39,31,37,113,50,31,30,43,29,31,24,30,N/A,21,12,19,11,12,10,8,7,N/A
23/4/2021,21,19,21,20,19,19,20,29,24,23,23,23,24,19,19,34,25,17,16,24,21,20,16,25,31,24,17,18,10,25,32,23,29,N/A,6,20,37,N/A,N/A,14,17,16,15,17,21,20,18,30,10,N/A,8,53,51,48,36,36,45,36,48,158,45,44,38,52,41,41,26,39,N/A,23,14,20,8,11,8,5,5,N/A
24/4/2021,22,20,18,22,20,18,19,31,25,24,22,25,25,19,21,34,24,18,16,24,19,29,16,26,26,23,21,19,11,26,33,27,34,N/A,7,23,44,N/A,N/A,9,16,15,15,17,18,16,18,22,9,14,10,57,53,58,43,42,52,37,53,134,43,58,46,45,45,47,32,37,N/A,21,15,15,7,10,8,4,9,N/A
25/4/2021,26,19,19,23,21,20,20,32,26,24,22,25,26,21,22,35,24,17,16,26,24,27,20,25,26,21,21,18,12,23,39,25,36,N/A,6,34,45,N/A,N/A,20,22,20,22,23,21,21,22,21,11,28,12,40,35,45,47,42,51,36,30,67,41,54,42,29,48,41,27,37,N/A,21,12,15,6,8,7,4,10,N/A
26/4/2021,26,19,N/A,23,21,18,19,34,27,28,23,28,27,20,22,34,25,19,15,27,22,17,14,15,27,18,17,12,10,19,42,26,19,N/A,6,30,34,N/A,N/A,28,17,16,18,19,21,20,23,26,8,16,14,30,25,20,21,16,26,27,N/A,24,26,27,22,20,31,20,19,24,N/A,19,13,18,8,12,7,10,7,N/A
27/4/2021,19,16,N/A,21,15,13,18,24,22,20,24,24,20,19,17,35,28,17,15,23,27,19,18,17,31,17,15,12,9,14,16,16,8,N/A,6,12,7,N/A,N/A,21,12,12,13,12,19,19,16,21,9,22,10,23,17,19,18,14,22,12,15,23,16,18,19,14,19,19,11,11,N/A,18,13,12,7,11,7,7,10,N/A
28/4/2021,28,23,N/A,24,21,19,22,30,31,29,30,39,29,21,19,46,27,23,17,28,34,17,20,19,26,16,22,20,11,15,23,21,10,N/A,6,24,15,N/A,N/A,20,17,16,15,17,18,16,16,17,6,18,6,17,11,11,8,9,N/A,15,12,21,8,13,13,8,13,14,13,14,N/A,21,14,16,9,11,7,8,15,N/A
29/4/2021,17,13,20,15,13,11,17,26,19,19,22,21,19,15,11,30,17,15,13,21,21,14,16,11,18,13,18,15,7,11,21,12,6,N/A,6,21,11,N/A,N/A,16,N/A,9,9,7,14,11,12,11,5,13,8,16,8,8,6,6,11,12,10,19,8,11,9,7,9,9,9,8,N/A,20,17,20,11,12,8,8,14,N/A
30/4/2021,18,16,20,19,15,12,20,25,23,18,25,33,20,15,13,33,24,17,15,18,26,21,15,14,20,14,19,9,8,14,20,15,7,N/A,6,18,13,N/A,N/A,18,N/A,12,12,N/A,15,13,16,13,5,12,12,14,7,7,6,4,10,15,12,22,9,15,9,4,8,9,10,8,N/A,21,16,20,8,12,9,12,13,N/A
1/5/2021,17,12,21,15,13,12,17,22,20,18,17,20,18,11,11,31,21,13,10,18,12,19,12,16,20,17,14,9,6,11,19,13,7,N/A,6,18,20,N/A,N/A,27,18,12,14,N/A,22,24,19,18,6,17,15,15,10,12,6,4,15,18,12,17,10,15,6,9,10,9,16,8,N/A,23,16,18,8,11,13,10,14,N/A
2/5/2021,21,21,15,16,20,22,21,25,26,22,28,25,23,17,15,40,33,19,17,21,19,N/A,16,20,27,20,17,14,8,15,23,14,10,N/A,7,17,21,N/A,N/A,28,18,20,17,22,22,21,21,25,8,19,14,16,14,7,7,N/A,12,23,12,18,9,17,8,10,11,13,15,14,N/A,19,16,15,8,12,13,9,11,N/A
3/5/2021,25,20,14,18,20,17,20,31,28,27,27,31,25,19,20,39,27,19,18,29,24,N/A,15,20,33,20,15,10,7,18,24,16,8,N/A,7,16,22,N/A,N/A,13,21,18,18,19,20,18,18,19,8,21,15,18,14,12,15,8,17,22,14,22,14,16,12,10,19,16,12,17,N/A,18,15,15,10,14,12,10,12,N/A
4/5/2021,24,23,21,18,24,22,22,32,29,25,34,35,28,21,21,33,27,20,19,30,20,28,22,24,35,25,21,13,10,19,26,21,11,N/A,8,44,27,N/A,N/A,14,17,17,22,25,18,20,19,21,16,28,15,23,19,18,23,12,N/A,25,29,41,18,20,13,20,26,20,17,18,N/A,24,20,13,10,14,14,14,15,N/A
5/5/2021,28,25,25,20,21,23,23,29,29,28,33,33,30,25,23,47,41,24,20,27,23,26,18,21,30,16,19,15,10,15,28,20,13,N/A,8,36,14,N/A,N/A,16,22,18,25,24,24,N/A,22,23,14,29,13,24,19,19,19,12,24,24,22,19,13,26,19,20,25,22,19,18,N/A,24,20,10,10,15,10,8,13,N/A
6/5/2021,19,18,16,17,15,16,18,19,21,19,22,24,21,16,14,35,23,15,14,23,26,18,19,16,31,15,26,15,N/A,21,22,18,14,N/A,8,24,11,N/A,N/A,13,15,16,14,13,18,12,14,19,10,21,10,23,20,18,15,12,22,21,9,11,N/A,25,18,20,20,19,20,19,N/A,18,19,12,8,11,6,N/A,9,N/A
7/5/2021,15,13,13,12,11,12,15,23,18,17,18,17,17,14,11,33,22,12,9,18,26,16,12,10,26,14,14,11,10,9,27,15,16,N/A,6,36,19,N/A,N/A,17,16,13,10,13,15,13,11,15,5,15,6,19,13,13,18,10,21,20,10,13,N/A,20,12,15,19,17,24,24,N/A,16,14,9,5,10,7,9,10,N/A
8/5/2021,25,24,21,19,19,18,20,36,28,27,29,30,29,25,23,45,31,17,14,31,23,19,14,13,30,22,16,13,8,11,32,16,19,N/A,6,50,28,N/A,N/A,27,18,13,11,14,16,20,15,26,12,23,11,22,19,21,20,14,25,21,17,22,14,24,15,20,26,25,18,14,N/A,18,13,13,8,12,9,14,12,N/A
9/5/2021,19,18,N/A,17,15,14,19,24,23,21,26,21,22,17,15,37,26,16,13,20,21,15,13,13,22,19,13,8,10,10,34,17,14,N/A,6,29,38,N/A,N/A,22,28,16,22,20,20,19,17,21,10,25,13,20,12,11,17,9,18,15,11,23,11,31,12,14,17,16,10,N/A,N/A,16,15,14,10,11,8,10,11,N/A
10/5/2021,19,13,14,13,13,16,17,31,20,19,21,25,18,12,12,26,19,15,14,26,16,18,11,19,29,22,12,8,10,10,29,21,11,N/A,5,28,33,N/A,N/A,21,18,13,15,13,17,17,13,25,11,28,9,22,17,14,13,7,17,22,17,27,16,31,16,16,18,13,11,13,N/A,22,16,15,9,12,11,14,13,N/A
11/5/2021,15,12,15,12,12,13,17,26,18,17,23,19,16,12,10,25,16,13,11,22,12,22,12,15,25,17,15,10,9,13,28,19,12,N/A,6,34,27,N/A,N/A,13,16,9,8,11,16,12,14,22,6,20,10,17,11,14,13,9,14,19,14,22,12,25,N/A,10,18,13,10,11,N/A,23,15,11,8,12,9,10,11,N/A
12/5/2021,14,8,14,12,12,10,16,22,18,15,18,20,14,11,9,23,13,9,9,19,13,17,10,15,24,16,14,10,8,12,26,18,15,N/A,4,17,26,N/A,N/A,16,15,10,7,9,13,12,8,28,7,21,13,20,12,12,13,7,16,23,13,11,9,26,N/A,9,20,13,10,15,N/A,24,12,19,7,10,9,7,11,N/A
13/5/2021,11,7,14,10,10,7,15,20,15,12,14,16,13,7,9,21,15,9,8,20,10,15,8,13,28,16,12,10,7,11,29,23,14,N/A,5,22,22,N/A,N/A,10,12,6,7,7,11,11,8,22,8,20,11,17,12,14,11,7,17,23,13,16,9,24,11,10,18,11,9,15,N/A,18,N/A,20,8,10,9,7,11,N/A
14/5/2021,13,7,11,9,11,9,14,22,14,14,10,20,13,10,7,23,13,11,11,24,17,15,15,13,25,14,15,10,8,14,35,20,13,N/A,4,38,27,N/A,N/A,11,10,5,7,7,12,10,8,24,6,20,10,21,17,13,14,8,17,27,14,17,16,24,12,13,18,13,11,16,N/A,24,N/A,17,8,12,9,8,11,N/A
15/5/2021,13,8,12,10,12,10,15,19,18,16,13,24,15,8,10,23,13,11,10,23,13,21,11,15,20,15,14,10,10,13,37,20,10,N/A,4,28,19,N/A,N/A,14,15,6,10,8,13,12,10,16,6,18,10,26,23,17,16,9,21,22,22,31,27,29,16,19,26,18,15,16,N/A,24,15,15,9,11,10,7,13,N/A
16/5/2021,10,6,13,9,8,8,15,18,12,11,12,21,11,6,6,21,12,8,9,15,11,N/A,10,17,25,15,14,10,7,13,25,20,16,N/A,4,24,19,N/A,N/A,10,14,8,9,9,12,15,12,15,4,15,8,25,24,20,22,15,25,21,20,32,19,27,19,20,30,18,17,17,N/A,25,17,20,8,10,7,7,12,N/A
17/5/2021,15,10,13,10,12,10,15,23,16,15,14,22,15,10,9,26,14,9,9,19,17,N/A,9,16,31,18,12,10,7,11,25,18,20,N/A,5,21,29,N/A,N/A,11,16,10,7,10,11,15,15,15,6,21,10,33,26,23,21,15,24,N/A,33,48,15,33,21,19,28,22,18,17,N/A,22,14,18,9,12,9,6,10,N/A
18/5/2021,10,5,12,9,8,8,14,20,13,11,10,20,12,6,8,21,14,5,6,15,9,15,12,13,20,12,14,11,8,11,41,19,16,N/A,6,10,17,N/A,N/A,8,10,7,5,8,12,11,11,15,4,15,10,30,24,24,27,15,26,23,35,51,17,37,20,18,25,22,19,16,N/A,19,13,14,13,11,10,5,9,N/A
19/5/2021,14,11,10,11,11,10,15,21,16,15,14,25,18,13,11,29,18,8,10,15,16,17,10,11,19,14,10,9,7,11,25,14,15,N/A,5,14,27,N/A,N/A,10,16,14,9,12,12,14,13,14,5,18,8,26,22,22,21,13,23,26,31,N/A,19,25,19,15,23,20,12,15,N/A,17,12,16,10,11,9,6,15,N/A
20/5/2021,12,8,11,13,11,10,15,22,16,14,13,29,14,8,10,25,14,8,8,17,8,14,9,11,20,14,10,7,5,9,28,18,12,N/A,5,11,28,N/A,N/A,7,18,10,9,10,13,11,9,12,5,15,6,24,19,21,18,13,23,21,32,N/A,16,26,18,17,27,17,16,14,N/A,17,12,15,8,11,10,6,12,N/A
21/5/2021,10,6,11,9,8,7,13,22,14,12,11,22,12,8,9,24,14,6,6,14,12,7,7,8,16,12,5,5,5,6,25,19,15,N/A,5,14,28,N/A,N/A,10,12,12,5,5,10,14,9,13,3,16,4,29,22,23,19,14,23,17,32,35,12,33,18,15,28,22,10,14,N/A,18,12,16,12,11,10,5,11,N/A
22/5/2021,12,8,11,9,8,8,14,21,13,13,11,23,13,8,7,21,15,7,6,14,15,7,5,5,8,10,6,5,4,4,22,12,17,N/A,5,11,24,N/A,N/A,9,11,8,6,5,6,9,4,10,4,14,5,23,18,17,16,10,17,10,30,38,N/A,28,14,10,18,17,N/A,9,N/A,16,15,16,10,10,9,7,9,N/A
23/5/2021,11,8,9,9,9,7,13,20,13,13,8,21,13,6,11,21,11,7,6,15,13,7,6,7,14,9,8,5,5,4,21,11,12,N/A,6,13,18,N/A,N/A,10,12,11,7,5,9,9,4,10,6,15,6,14,9,8,14,7,12,8,30,28,4,21,13,7,16,18,N/A,7,N/A,22,17,16,11,13,11,8,9,N/A
24/5/2021,12,8,11,10,8,8,14,22,14,12,12,23,14,10,9,23,13,7,6,14,11,7,8,6,14,10,7,8,7,6,20,12,12,N/A,5,9,11,N/A,N/A,7,12,10,7,7,10,9,6,11,8,15,6,11,5,8,7,4,11,12,18,23,4,21,10,5,12,9,6,9,N/A,22,16,18,14,17,10,10,13,N/A
25/5/2021,14,8,12,10,9,8,15,22,15,15,13,24,13,10,10,23,12,7,7,16,15,7,8,8,22,13,10,8,8,7,15,11,5,N/A,5,8,6,N/A,N/A,10,12,10,7,7,11,8,8,11,5,19,8,15,12,7,5,5,10,12,11,20,7,13,7,6,9,7,9,6,N/A,21,16,16,16,17,16,12,13,N/A
26/5/2021,16,13,14,13,N/A,11,15,23,17,17,16,27,18,13,12,24,16,12,9,24,19,12,11,10,19,12,12,9,8,9,17,20,12,N/A,4,9,7,N/A,N/A,11,13,10,8,8,10,12,8,14,6,18,6,20,13,12,9,7,15,18,12,21,12,19,9,9,14,10,9,12,N/A,18,15,14,16,15,15,7,9,N/A
27/5/2021,18,13,17,15,13,14,17,23,20,20,16,27,17,14,12,28,17,12,11,21,18,14,12,15,19,16,13,9,8,10,21,19,14,N/A,4,8,7,N/A,N/A,11,15,10,9,10,14,13,10,15,6,14,6,23,17,13,14,13,18,15,14,21,16,22,11,12,17,14,15,15,N/A,18,17,14,10,12,10,N/A,10,N/A
28/5/2021,13,9,12,9,11,8,15,19,16,16,11,32,14,10,8,25,16,10,8,14,13,19,9,11,21,10,11,7,6,11,20,16,8,N/A,5,11,10,N/A,N/A,10,12,9,6,8,15,8,11,8,4,14,6,22,16,15,12,8,19,17,9,14,15,16,6,11,14,11,11,11,N/A,18,14,15,11,12,10,5,12,N/A
29/5/2021,9,7,9,9,9,6,14,17,14,12,9,26,13,8,8,24,13,5,6,13,14,12,9,6,13,8,9,10,5,7,17,12,9,N/A,5,12,12,N/A,N/A,8,14,12,7,7,9,9,6,7,3,14,8,17,14,9,11,6,N/A,15,12,N/A,6,13,7,8,11,11,5,9,N/A,18,15,16,10,14,11,10,13,N/A
30/5/2021,7,4,11,7,6,4,13,18,10,10,8,22,9,7,7,20,8,5,4,13,8,12,5,7,12,9,8,7,5,7,16,11,9,N/A,5,12,15,N/A,N/A,8,11,10,3,6,8,6,5,9,4,13,6,13,6,10,10,6,12,9,10,19,6,15,7,4,11,11,4,7,N/A,20,17,21,12,11,11,18,15,N/A
31/5/2021,11,9,9,11,10,8,14,21,14,14,11,20,14,9,9,22,12,8,7,14,14,8,9,12,15,11,12,7,6,6,17,12,12,N/A,7,12,17,N/A,N/A,10,13,10,6,9,12,8,9,10,5,17,8,13,6,6,6,5,8,9,8,7,7,15,8,3,10,7,5,6,N/A,27,18,23,15,14,8,12,20,N/A
1/6/2021,12,11,14,11,14,10,15,21,15,15,12,25,15,11,10,25,15,9,8,19,12,9,12,9,18,15,12,7,8,8,19,15,12,N/A,6,17,18,N/A,N/A,13,13,12,7,11,12,13,11,14,9,18,16,18,12,13,9,10,13,13,14,19,11,17,9,9,11,13,7,7,N/A,19,15,26,13,15,11,15,14,N/A
2/6/2021,13,11,13,12,16,11,15,21,16,15,14,22,16,12,10,25,15,9,9,16,14,11,13,12,21,13,12,5,8,8,23,15,14,N/A,7,18,17,N/A,N/A,14,15,11,10,15,14,14,12,16,6,19,15,25,20,19,15,13,20,13,23,32,16,23,13,17,16,19,10,9,N/A,21,13,25,11,14,10,12,16,N/A
3/6/2021,12,10,13,11,14,9,15,20,14,14,12,26,14,11,9,24,13,8,9,17,12,13,10,11,16,13,12,10,9,10,24,18,13,N/A,8,22,17,N/A,N/A,14,14,14,8,13,14,12,10,17,7,20,15,27,21,22,22,21,25,14,26,32,18,27,17,18,21,25,13,15,N/A,21,16,24,13,13,12,14,16,N/A
4/6/2021,12,10,12,11,15,10,15,21,16,15,13,24,15,11,12,25,16,8,8,16,11,12,13,12,16,15,12,11,8,11,25,19,15,N/A,8,17,19,N/A,N/A,15,17,11,9,12,17,15,14,16,7,20,14,23,22,22,19,18,24,20,14,19,16,21,13,18,22,16,17,20,N/A,20,17,23,10,11,10,12,12,N/A
5/6/2021,11,10,13,11,15,9,15,19,15,14,12,25,14,12,10,22,15,9,7,19,11,9,11,10,17,16,10,10,8,9,27,21,14,N/A,7,11,11,N/A,N/A,13,15,11,12,10,13,13,11,N/A,6,18,11,16,10,15,10,7,17,18,12,N/A,7,14,12,11,13,11,10,15,N/A,23,14,20,10,11,11,9,14,N/A
6/6/2021,11,10,11,10,12,8,14,19,14,14,11,19,14,9,9,23,13,8,6,18,14,7,8,8,13,10,7,8,6,5,23,13,11,N/A,7,11,12,N/A,N/A,7,13,8,5,7,10,9,6,N/A,5,15,7,18,15,16,10,10,15,10,15,18,7,13,11,11,12,13,6,10,N/A,21,16,18,11,11,9,6,13,N/A
